,id_consommation,annee_consommation,surface_declaree,nombre_declaration,consommation_declaree,densite_energetique,coordonnees_gps,consommation_log,consommation_etat,id_zone_climatique,id_vecteur_energie,id_commune,nom_commune,id_departement,nom_departement,id_region,nom_region,zone_climatique,vecteur_energie
419,420,2021,3869,3,335112,86.61462910312743,"(50.7502914, 1.8021177)",12.722223067362654,Normale,3,2,187,LE WAST,13,Pas-de-Calais,5,Hauts-de-France,H1a,Inconnu
420,421,2021,16245,3,3542781,218.08439519852263,"(50.7641091, 1.6303277)",15.08042285217755,Normale,3,2,40,WIMILLE,13,Pas-de-Calais,5,Hauts-de-France,H1a,Inconnu
421,422,2021,16741,4,820013,48.982318857893794,"(49.2845383, 4.0535127)",13.617076692265424,Normale,3,1,41,BETHENY,14,Marne,6,Grand-Est,H1a,Electricite
422,423,2021,46525,3,5738797,123.34867275658247,"(48.1140789, -1.5234735)",15.562760338701397,Normale,3,1,276,NOYAL SUR VILAINE,15,Ille-et-Vilaine,7,Bretagne,H1a,Electricite
423,424,2021,8422,3,988800,117.4067917359297,"(46.6505634, 0.3748389)",13.804248377011913,Normale,3,2,277,CHASSENEUIL DU POITOU,52,Vienne,11,Nouvelle-Aquitaine,H1a,Inconnu
424,425,2021,11503,5,1026737,89.25819351473528,"(45.7578137, 4.8320114)",13.841897344387467,Normale,3,1,190,LYON 03,18,Rhône,9,Auvergne-Rhône-Alpes,H1a,Electricite
425,426,2021,7185,4,1228058,170.9196938065414,"(48.1466, 2.77275)",14.020945432137678,Normale,4,2,278,DORDIVES,73,Loiret,13,Centre-Val de Loire,H1b,Inconnu
426,427,2021,14541,3,2917343,200.62877381197995,"(47.7748215, 2.3718156)",14.886184171276236,Normale,4,2,191,SAINT PERE SUR LOIRE,73,Loiret,13,Centre-Val de Loire,H1b,Inconnu
427,428,2021,7462,3,1648929,220.97681586705977,"(47.8251954, 5.9029154)",14.315637150671032,Normale,4,1,192,JUSSEY,20,Haute-Saône,10,Bourgogne-Franche-Comté,H1b,Electricite
428,429,2021,5801,3,1101182,189.8262368557145,"(47.7005149, 2.948338)",13.911895614427104,Normale,4,2,193,BLENEAU,74,Yonne,10,Bourgogne-Franche-Comté,H1b,Inconnu
429,430,2021,4290,4,405691,94.56666666666666,"(49.1664802, 5.8564321)",12.913349529995926,Normale,4,1,50,CONFLANS EN JARNISY,22,Meurthe-et-Moselle,6,Grand-Est,H1b,Electricite
430,431,2021,8400,3,1708524,203.3957142857143,"(48.8033892, 5.0282803)",14.351140983149186,Normale,4,4,279,VASSINCOURT,85,Meuse,6,Grand-Est,H1b,Fioul
431,432,2021,3519,3,248750,70.68769536800227,"(48.7448986, 7.0977176)",12.42420767511326,Normale,4,1,53,REDING,23,Moselle,6,Grand-Est,H1b,Electricite
432,433,2021,7190,3,1042146,144.94381084840057,"(48.3589814, 7.580719)",13.856793566201372,Normale,4,2,195,HUTTENHEIM,24,Bas-Rhin,6,Grand-Est,H1b,Inconnu
433,434,2021,583,6,86760,148.8164665523156,"(48.6749481, 7.8573782)",11.370912490923256,Normale,4,1,196,KILSTETT,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
434,435,2021,7135,6,1226593,171.91212333566924,"(48.6503574, 7.7003567)",14.019751780591864,Normale,4,1,197,LAMPERTHEIM,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
435,436,2021,22821,4,7000635,306.7628500065729,"(48.6904394, 7.381985)",15.761511560035183,Normale,4,2,280,MARMOUTIER,24,Bas-Rhin,6,Grand-Est,H1b,Inconnu
436,437,2021,1680,3,50743,30.204166666666666,"(48.6231002, 7.7008489)",10.834548663313733,Normale,4,1,55,NIEDERHAUSBERGEN,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
437,438,2021,43235,96,5055132,116.92221579738636,"(48.8440817, 8.0545977)",15.435914720674171,Normale,4,1,56,ROPPENHEIM,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
438,439,2021,4154,3,758930,182.69860375541649,"(49.8044444, 3.2383333)",13.539666143154376,Normale,4,1,199,CASTRES,59,Tarn,8,Occitanie,H1b,Electricite
439,440,2021,137884,15,2376337,17.23432015317223,"(48.8841522, 2.2368863)",14.68107120523952,Normale,5,1,46,PUTEAUX,19,Hauts-de-Seine,3,Île-de-France,H1c,Electricite
440,441,2021,2952,3,385943,130.73949864498644,"(47.50606, 4.17308)",12.86344756020197,Normale,5,2,201,EPOISSES,26,Côte-dOr,10,Bourgogne-Franche-Comté,H1c,Inconnu
441,442,2021,8605,3,783956,91.10470656595002,"(47.2455008, 4.9728452)",13.572109450889622,Normale,5,2,202,FIXIN,26,Côte-dOr,10,Bourgogne-Franche-Comté,H1c,Inconnu
442,443,2021,5661,3,1046848,184.9228051580993,"(47.2797526, 5.106789)",13.861295257866258,Normale,5,2,203,NEUILLY CRIMOLOIS,26,Côte-dOr,10,Bourgogne-Franche-Comté,H1c,Inconnu
443,444,2021,7732,3,1274373,164.81802897051216,"(47.3232842, 5.971252)",14.057965635612168,Normale,5,2,59,GENEUILLE,27,Doubs,10,Bourgogne-Franche-Comté,H1c,Inconnu
444,445,2021,5743,4,956201,166.498519937315,"(46.8341, 4.80583)",13.770724466784586,Normale,5,2,61,FARGES LES CHALON,28,Saône-et-Loire,10,Bourgogne-Franche-Comté,H1c,Inconnu
445,446,2021,21494,5,514587,23.94096026798176,"(48.5141134, -2.7603283)",13.151121859475104,Normale,5,1,62,SAINT BRIEUC,29,Côtes-d'Armor,7,Bretagne,H1c,Electricite
446,447,2021,14484,4,1858582,128.31966307649822,"(46.176149, 2.4870429)",14.435324927394008,Normale,5,1,63,EVAUX LES BAINS,30,Creuse,11,Nouvelle-Aquitaine,H1c,Electricite
447,448,2021,2077,3,643676,309.90659605199806,"(45.1292139, 1.3018796)",13.374952326471783,Normale,5,2,64,TERRASSON LAVILLEDIEU,31,Dordogne,11,Nouvelle-Aquitaine,H1c,Inconnu
448,449,2021,3867,3,183270,47.3933281613654,"(44.805615, -0.6308396)",12.11872121072744,Normale,5,1,281,PESSAC,32,Gironde,11,Nouvelle-Aquitaine,H1c,Electricite
449,450,2021,7512,3,1304302,173.62912673056442,"(45.800686049999996, 5.686416813794681)",14.081179356440066,Normale,5,1,206,CHAZEY BONS,75,Ain,9,Auvergne-Rhône-Alpes,H1c,Electricite
450,451,2021,2925,5,251272,85.90495726495726,"(45.8146254, 4.9317746)",12.43429527645424,Normale,5,1,207,NEYRON,75,Ain,9,Auvergne-Rhône-Alpes,H1c,Electricite
451,452,2021,9145,3,1717181,187.77266265718973,"(46.2189665, 4.9925097)",14.35619513309731,Normale,5,2,209,VONNAS,75,Ain,9,Auvergne-Rhône-Alpes,H1c,Inconnu
452,453,2021,8215,7,858008,104.44406573341448,"(45.0600807, 3.0621933)",13.662369867925577,Normale,5,1,68,ANDELAT,34,Cantal,9,Auvergne-Rhône-Alpes,H1c,Electricite
453,454,2021,10177,3,1125079,110.551144738135,"(45.3989749, 4.2620703)",13.933364702203493,Normale,5,2,211,UNIEUX,76,Loire,9,Auvergne-Rhône-Alpes,H1c,Inconnu
454,455,2021,7124,3,1206613,169.37296462661425,"(45.3366036, 3.3738031)",14.003328647772472,Normale,5,2,212,COHADE,77,Haute-Loire,9,Auvergne-Rhône-Alpes,H1c,Inconnu
455,456,2021,5176,4,980167,189.36765842349303,"(45.6153835, 3.7451751)",13.795479264525984,Normale,5,2,282,JOB,36,Puy-de-Dôme,9,Auvergne-Rhône-Alpes,H1c,Inconnu
456,457,2021,1026,3,70939,69.14132553606238,"(45.5531763, 5.743894)",11.169589728327614,Normale,5,1,73,DULLIN,37,Savoie,9,Auvergne-Rhône-Alpes,H1c,Electricite
457,458,2021,10835,5,2001385,184.7148131056761,"(45.5951342, 5.7704482)",14.5093504985106,Normale,5,2,74,NOVALAISE,37,Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
458,459,2021,2786,3,401120,143.9770279971285,"(45.6483, 6.44049)",12.902018406408558,Normale,5,1,75,TOURS EN SAVOIE,37,Savoie,9,Auvergne-Rhône-Alpes,H1c,Electricite
459,460,2021,13414,5,3112065,232.00126733263755,"(46.167254, 6.3216563)",14.95079737228175,Normale,5,2,76,BONNE,38,Haute-Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
460,461,2021,10271,3,1467700,142.89747833706554,"(46.147716, 6.4104203)",14.199207788937208,Normale,5,2,220,VIUZ EN SALLAZ,38,Haute-Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
461,462,2021,5819,3,439960,75.60749269633958,"(44.4254815, 6.0074686)",12.994441365602372,Normale,5,1,79,LA SAULCE,39,Hautes-Alpes,12,Provence-Alpes-Côte d'Azur,H1c,Electricite
462,463,2021,3400,3,281804,82.88352941176471,"(43.2924385, 5.5703031)",12.54897062136951,Normale,5,1,222,AUBAGNE,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H1c,Electricite
463,464,2021,553,3,36748,66.45207956600362,"(43.3113852, 5.3789412)",10.511866293386406,Normale,5,1,81,MARSEILLE 03,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H1c,Electricite
464,465,2021,1304,4,37193,28.52223926380368,"(48.9651647, -1.4778276709921987)",10.523902736929974,Normale,6,2,84,QUETTREVILLE SUR SIENNE,41,Manche,4,Normandie,H2a,Inconnu
465,466,2021,17585,7,1772455,100.79357406880864,"(49.5737038, -1.6256545)",14.38787671338496,Normale,6,1,85,TOLLEVAST,41,Manche,4,Normandie,H2a,Electricite
466,467,2021,1314,5,95366,72.57686453576865,"(49.5314276, -1.812071)",11.465487885645354,Normale,6,1,86,TREAUVILLE,41,Manche,4,Normandie,H2a,Electricite
467,468,2021,8958,3,2057235,229.65338245144005,"(48.5968982, -2.2922438)",14.536873892243683,Normale,6,2,225,MATIGNON,29,Côtes-d'Armor,7,Bretagne,H2a,Inconnu
468,469,2021,21413,5,3959230,184.89842618969783,"(48.42374, -2.4479)",15.19156037245378,Normale,6,1,88,PLESTAN,29,Côtes-d'Armor,7,Bretagne,H2a,Electricite
469,470,2021,7502,3,1419369,189.19874700079976,"(48.3144412, -3.1637855)",14.16572366915852,Normale,6,2,226,SAINT NICOLAS DU PELEM,29,Côtes-d'Armor,7,Bretagne,H2a,Inconnu
470,471,2021,4134,7,1021428,247.0798258345428,"(48.0, -4.3357542)",13.836713185195208,Normale,6,1,227,LANDUDEC,42,Finistère,7,Bretagne,H2a,Electricite
471,472,2021,5375,3,187179,34.824,"(48.474324, -4.638987)",12.139825999711247,Normale,6,1,90,LANRIVOARE,42,Finistère,7,Bretagne,H2a,Electricite
472,473,2021,1950,3,129783,66.55538461538461,"(48.0984894, -4.2077026)",11.773626809090237,Normale,6,1,228,LOCRONAN,42,Finistère,7,Bretagne,H2a,Electricite
473,474,2021,4164,4,361199,86.74327569644572,"(47.9805233, -4.1785594)",12.797187100524969,Normale,6,1,91,PLUGUFFAN,42,Finistère,7,Bretagne,H2a,Electricite
474,475,2021,7356,3,729778,99.20853724850464,"(48.4538382, -4.3349176)",13.500497027563624,Normale,6,2,229,SAINT DIVY,42,Finistère,7,Bretagne,H2a,Inconnu
475,476,2021,4343,4,586736,135.0992401565738,"(48.6183398, -2.1327847)",13.282331957524065,Normale,6,2,283,SAINT BRIAC SUR MER,15,Ille-et-Vilaine,7,Bretagne,H2a,Inconnu
476,477,2021,7223,3,1135444,157.19839401910562,"(47.6373804, -2.1625362)",13.942535202542674,Normale,6,2,230,ALLAIRE,16,Morbihan,7,Bretagne,H2a,Inconnu
477,478,2021,6476,3,1750970,270.3783199505868,"(47.6166941, -3.0011326)",14.375681049166246,Normale,6,2,231,CRACH,16,Morbihan,7,Bretagne,H2a,Inconnu
478,479,2021,5739,3,1111884,193.74176685833768,"(47.3470611, -3.1548668)",13.921567331178544,Normale,6,1,284,LE PALAIS,16,Morbihan,7,Bretagne,H2a,Electricite
479,480,2021,2185,3,93639,42.85537757437071,"(48.8366762, 2.2960133)",11.447212921604848,Normale,7,1,200,PARIS 15,43,Paris,3,Île-de-France,H2b,Electricite
480,481,2021,103050,12,1913911,18.57264434740417,"(48.8841522, 2.2368863)",14.464659872926568,Normale,7,1,46,PUTEAUX,19,Hauts-de-Seine,3,Île-de-France,H2b,Electricite
481,482,2021,10812,3,1645244,152.1683314835368,"(47.3306906, 2.8390454)",14.313399867261932,Normale,7,2,95,SANCERRE,44,Cher,13,Centre-Val de Loire,H2b,Inconnu
482,483,2021,3523,3,428078,121.50950894124324,"(47.4319865, 0.953293)",12.967063036970496,Normale,7,1,285,NAZELLES NEGRON,45,Indre-et-Loire,13,Centre-Val de Loire,H2b,Electricite
483,484,2021,11624,7,648671,55.804456297315895,"(42.8767279, 0.6100228)",13.38268247502001,Normale,7,1,97,LEGE,46,Loire-Atlantique,14,Pays de la Loire,H2b,Electricite
484,485,2021,4086,6,238912,58.47087616250612,"(47.4484305, -1.3485691)",12.38385474790707,Normale,7,1,98,MOUZEIL,46,Loire-Atlantique,14,Pays de la Loire,H2b,Electricite
485,486,2021,4112,3,566473,137.76094357976655,"(48.4177718, -0.4079045)",13.24718646254523,Normale,7,1,286,CHARCHIGNE,47,Mayenne,14,Pays de la Loire,H2b,Electricite
486,487,2021,25599,3,3587846,140.1557092073909,"(47.8286006, 0.2733338)",15.093062859111154,Normale,7,2,100,ECOMMOY,48,Sarthe,14,Pays de la Loire,H2b,Inconnu
487,488,2021,19213,5,3064842,159.5191797220632,"(48.140451, 0.1700029)",14.935506902549454,Normale,7,2,101,SAINTE JAMME SUR SARTHE,48,Sarthe,14,Pays de la Loire,H2b,Inconnu
488,489,2021,8711,4,2378580,273.0547583515096,"(46.6359566, -1.1706004)",14.68201464935134,Normale,7,2,287,BOURNEZEAU,49,Vendée,14,Pays de la Loire,H2b,Inconnu
489,490,2021,1899,7,161769,85.18641390205372,"(46.8216667, -1.6488889)",11.99393085232374,Normale,7,1,105,GRAND LANDES,49,Vendée,14,Pays de la Loire,H2b,Electricite
490,491,2021,2348,4,153972,65.57580919931857,"(45.2201951, -0.0270315)",11.944532541349274,Normale,7,1,107,LA GENETOUZE,49,Vendée,14,Pays de la Loire,H2b,Electricite
491,492,2021,12347,4,548280,44.40592856564348,"(46.7563889, -1.685)",13.21454320822926,Normale,7,1,288,MACHE,49,Vendée,14,Pays de la Loire,H2b,Electricite
492,493,2021,19180,5,3353911,174.865015641293,"(46.7591667, -0.9558333)",15.025637983692524,Normale,7,2,108,SAINT PROUANT,49,Vendée,14,Pays de la Loire,H2b,Inconnu
493,494,2021,1811,5,80574,44.49144119271121,"(48.1197799, -1.6038829)",11.296943706683638,Normale,7,1,42,CESSON SEVIGNE,15,Ille-et-Vilaine,7,Bretagne,H2b,Electricite
494,495,2021,7393,3,1123963,152.03070472068174,"(45.6570858, 0.0842416)",13.9323722804531,Normale,7,2,236,LINARS,78,Charente,11,Nouvelle-Aquitaine,H2b,Inconnu
495,496,2021,9970,3,707769,70.98986960882648,"(45.8983203, -0.9524315)",13.469874461140758,Normale,7,1,289,ECHILLAIS,50,Charente-Maritime,11,Nouvelle-Aquitaine,H2b,Electricite
496,497,2021,7721,3,580356,75.16591115140525,"(46.216722, -0.8863543)",13.27139871041094,Normale,7,1,237,SAINT SAUVEUR D AUNIS,50,Charente-Maritime,11,Nouvelle-Aquitaine,H2b,Electricite
497,498,2021,14975,3,1870899,124.93482470784642,"(46.188253, -1.0157986)",14.44193015647351,Normale,7,1,110,SAINTE SOULLE,50,Charente-Maritime,11,Nouvelle-Aquitaine,H2b,Electricite
498,499,2021,2660,5,239135,89.90037593984962,"(46.3221639, -0.2954875)",12.384787706730016,Normale,7,1,111,FRESSINES,51,Deux-Sèvres,11,Nouvelle-Aquitaine,H2b,Electricite
499,500,2021,1718,3,118025,68.69906868451687,"(46.6815502, 0.5695724)",11.678660218159784,Normale,7,1,113,BONNEUIL MATOURS,52,Vienne,11,Nouvelle-Aquitaine,H2b,Electricite
500,501,2021,4999,5,915520,183.1406281256251,"(46.8205247, 0.3690097)",13.727248581118712,Normale,7,2,241,SAINT GENEST D AMBIERE,52,Vienne,11,Nouvelle-Aquitaine,H2b,Inconnu
501,502,2021,5541,3,621719,112.20339288937016,"(45.8354243, 1.2644847)",13.340245109596834,Normale,7,1,242,LIMOGES,33,Haute-Vienne,11,Nouvelle-Aquitaine,H2b,Electricite
502,503,2021,460,4,37451,81.41521739130435,"(49.8465253, 3.2876843)",10.53081539205878,Normale,8,1,232,SAINT QUENTIN,71,Aisne,5,Hauts-de-France,H2c,Electricite
503,504,2021,626,3,40944,65.40575079872204,"(48.1197799, -1.6038829)",10.619984981704288,Normale,8,1,42,CESSON SEVIGNE,15,Ille-et-Vilaine,7,Bretagne,H2c,Electricite
504,505,2021,2366,3,181781,76.83051563820794,"(45.02172, 1.1171)",12.110563445922722,Normale,8,1,290,THONAC,31,Dordogne,11,Nouvelle-Aquitaine,H2c,Electricite
505,506,2021,8712,7,1648559,189.22853535353536,"(44.7044407, -0.4511393)",14.315412737555873,Normale,8,2,244,BEAUTIRAN,32,Gironde,11,Nouvelle-Aquitaine,H2c,Inconnu
506,507,2021,1170,18,102482,87.591452991453,"(45.4329646, -1.1073562304622029)",11.537452210146824,Normale,8,1,246,GRAYAN ET L HOPITAL,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
507,508,2021,2781,7,35086,12.616325062927004,"(44.9706388, -0.1398679)",10.46558597047954,Normale,8,1,116,LES ARTIGUES DE LUSSAC,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
508,509,2021,7175,3,346956,48.35623693379791,"(44.9517222, -0.237159)",12.756956131942006,Normale,8,1,247,LES BILLAUX,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
509,510,2021,7800,3,536678,68.8048717948718,"(48.6981206, -1.3080672)",13.193155429394928,Normale,8,1,118,SAINT BRICE,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
510,511,2021,10334,3,711916,68.89065221598607,"(45.2934579, -0.6158131)",13.47571661056524,Normale,8,1,291,SAINT CIERS SUR GIRONDE,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
511,512,2021,7369,3,394698,53.5619487040304,"(43.8489264, -1.3566675)",12.885878728077929,Normale,8,1,119,MOLIETS ET MAA,53,Landes,11,Nouvelle-Aquitaine,H2c,Electricite
512,513,2021,2607,3,170496,65.39930955120829,"(44.3080279, -0.7777106)",12.046472980242992,Normale,8,1,120,PISSOS,53,Landes,11,Nouvelle-Aquitaine,H2c,Electricite
513,514,2021,3285,5,328407,99.9716894977169,"(44.1495035, -0.7377402)",12.702012016799628,Normale,8,1,292,SABRES,53,Landes,11,Nouvelle-Aquitaine,H2c,Electricite
514,515,2021,7541,3,1870831,248.08791937408836,"(44.23912, 0.64707)",14.441893809669406,Normale,8,2,293,FOULAYRONNES,54,Lot-et-Garonne,11,Nouvelle-Aquitaine,H2c,Inconnu
515,516,2021,10382,10,719222,69.27586206896552,"(43.4831925, -1.3902495)",13.485926741605953,Normale,8,1,122,LAHONCE,55,Pyrénées-Atlantiques,11,Nouvelle-Aquitaine,H2c,Electricite
516,517,2021,8522,4,649198,76.1790659469608,"(43.404401, -0.3858932)",13.383494574264024,Normale,8,1,294,SAUVAGNON,55,Pyrénées-Atlantiques,11,Nouvelle-Aquitaine,H2c,Electricite
517,518,2021,15664,3,1557038,99.40232379979572,"(43.2336968, 1.5754613)",14.258296498671992,Normale,8,2,251,SAVERDUN,56,Ariège,8,Occitanie,H2c,Inconnu
518,519,2021,13738,4,1701062,123.8216625418547,"(43.0794025, 1.6514261)",14.346763907729182,Normale,8,1,124,VERNIOLLE,56,Ariège,8,Occitanie,H2c,Electricite
519,520,2021,4143,3,977857,236.0263094376056,"(43.94526, 2.8372069)",13.793119744201215,Normale,8,2,252,VABRES L ABBAYE,79,Aveyron,8,Occitanie,H2c,Inconnu
520,521,2021,2016,5,199297,98.85763888888889,"(43.5415799, 1.5664791)",12.202556471027604,Normale,8,1,125,AUZIELLE,17,Haute-Garonne,8,Occitanie,H2c,Electricite
521,522,2021,7134,3,1516889,212.6281188673956,"(43.0818375, 0.9504994)",14.232172744165654,Normale,8,2,253,MANE,17,Haute-Garonne,8,Occitanie,H2c,Inconnu
522,523,2021,1813,5,69520,38.34528405956977,"(43.4568086, 1.522606)",11.149384144185648,Normale,8,1,126,MONTBRUN LAURAGAIS,17,Haute-Garonne,8,Occitanie,H2c,Electricite
523,524,2021,6681,4,459483,68.77458464301752,"(44.5808234, 2.0696065)",13.037859399714614,Normale,8,1,128,CAPDENAC,57,Lot,8,Occitanie,H2c,Electricite
524,525,2021,11425,5,978549,85.64980306345733,"(44.3797732, 1.4458932)",13.793827163133114,Normale,8,1,254,LE MONTAT,57,Lot,8,Occitanie,H2c,Electricite
525,526,2021,4540,3,312490,68.83039647577093,"(43.5781, 2.11323)",12.652330947743865,Normale,8,1,295,CAMBOUNET SUR LE SOR,59,Tarn,8,Occitanie,H2c,Electricite
526,527,2021,16206,5,2168721,133.82210292484265,"(43.5545042, 2.1148775)",14.58964861193114,Normale,8,1,130,SOUAL,59,Tarn,8,Occitanie,H2c,Electricite
527,528,2021,377,4,31904,84.62599469496021,"(49.8465253, 3.2876843)",10.370518016302448,Normale,9,1,232,SAINT QUENTIN,71,Aisne,5,Hauts-de-France,H2d,Electricite
528,529,2021,2664,10,192661,72.3201951951952,"(44.7096, 5.09138)",12.168692637239774,Normale,9,1,131,MIRABEL ET BLACONS,60,Drôme,9,Auvergne-Rhône-Alpes,H2d,Electricite
529,530,2021,2708,3,140432,51.85819793205317,"(44.0867088, 4.8835125)",11.852485785690677,Normale,9,1,257,COURTHEZON,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
530,531,2021,20854,6,505689,24.24901697516064,"(43.928823, 4.9945784)",13.133679112302652,Normale,9,1,133,LE THOR,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
531,532,2021,5419,4,1758199,324.45082118472044,"(44.2011293, 4.728396)",14.379801116399216,Normale,9,1,134,MORNAS,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
532,533,2021,6457,3,913092,141.41118166331114,"(43.9567795, 4.9294712)",13.724593016382952,Normale,9,2,296,SAINT SATURNIN LES AVIGNON,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Inconnu
533,534,2021,455753,30,7436357,16.316638617847826,"(48.8841522, 2.2368863)",15.821891770828108,Normale,10,1,46,PUTEAUX,19,Hauts-de-Seine,3,Île-de-France,H3,Electricite
534,535,2021,1615,14,81534,50.48544891640867,"(49.8465253, 3.2876843)",11.308787654895378,Normale,10,1,232,SAINT QUENTIN,71,Aisne,5,Hauts-de-France,H3,Electricite
535,536,2021,15230,3,1744808,114.56388706500329,"(49.4300997, 2.0823355)",14.372155652040572,Normale,10,1,297,BEAUVAIS,12,Oise,5,Hauts-de-France,H3,Electricite
536,537,2021,608,3,34798,57.23355263157895,"(48.1197799, -1.6038829)",10.457343929717506,Normale,10,1,42,CESSON SEVIGNE,15,Ille-et-Vilaine,7,Bretagne,H3,Electricite
537,538,2021,1389,8,202117,145.51259899208063,"(48.4454551, -0.0039061)",12.216606964245074,Normale,10,1,135,PACE,15,Ille-et-Vilaine,7,Bretagne,H3,Electricite
538,539,2021,7701,3,1420455,184.45072068562524,"(43.2453736, 2.9219858)",14.166488504787845,Normale,10,2,298,SAINT MARCEL SUR AUDE,86,Aude,8,Occitanie,H3,Inconnu
539,540,2021,35060,8,3770587,107.54669138619508,"(43.6848937, 4.2095434)",15.142741515432183,Normale,10,1,136,AIMARGUES,62,Gard,8,Occitanie,H3,Electricite
540,541,2021,24200,11,22083177,912.5279752066116,"(43.6473888, 3.7964657)",16.910326700175492,Anormale,10,2,299,GRABELS,82,Hérault,8,Occitanie,H3,Inconnu
541,542,2021,3652,6,335743,91.934008762322,"(42.5304019, 2.9564544)",12.72410424378649,Normale,10,1,144,SOREDE,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
542,543,2021,6087,8,1113986,183.0106784951536,"(43.7906001, 7.2313062)",13.923456029742388,Normale,10,1,300,CASTAGNIERS,83,Alpes-Maritimes,12,Provence-Alpes-Côte d'Azur,H3,Electricite
543,544,2021,18103,3,2556233,141.20493840799867,"(43.7228225, 7.1503312)",14.754045639584955,Normale,10,1,301,LA GAUDE,83,Alpes-Maritimes,12,Provence-Alpes-Côte d'Azur,H3,Electricite
544,545,2021,12041,3,2063721,171.3911635246242,"(43.6743043, 7.0059129)",14.540021706589608,Normale,10,2,259,LE ROURET,83,Alpes-Maritimes,12,Provence-Alpes-Côte d'Azur,H3,Inconnu
545,546,2021,5860,4,116712,19.91672354948805,"(43.7264844, 4.707674)",11.66747320881428,Normale,10,1,260,FONTVIEILLE,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
546,547,2021,10601,6,3429640,323.52042260164137,"(43.5913062, 5.1258628)",15.047966148941356,Normale,10,1,262,LANCON PROVENCE,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
547,548,2021,8674,3,2081045,239.9175697486742,"(43.8997994, 4.8044205)",14.548381209888792,Normale,10,1,263,ROGNONAS,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
548,549,2021,5007,4,427357,85.35190732973837,"(43.4515922, 4.4277202)",12.965377348437666,Normale,10,1,146,SAINTES MARIES DE LA MER,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
549,550,2021,7352,3,2305933,313.647034820457,"(43.6238666, 6.6949071)",14.650996358412828,Normale,10,1,302,FAYENCE,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
550,551,2021,19336,8,3177614,164.33667769962764,"(43.1383795, 6.3701286)",14.971641473365656,Normale,10,1,149,LE LAVANDOU,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
551,552,2021,3283,3,707525,215.51172707889123,"(43.617944, 6.765164)",13.469529656940905,Normale,10,1,264,MONTAUROUX,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
552,553,2021,5029,4,743643,147.8709484987075,"(43.1591343, 6.4705918)",13.519317704676489,Normale,10,1,150,RAYOL CANADEL SUR MER,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
553,554,2021,2398,3,371370,154.86655546288574,"(43.3040144, 6.0910097)",12.824956841922656,Normale,10,1,151,ROCBARON,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
554,555,2021,22939,4,4871051,212.3480099394045,"(41.9838088, 8.7966629)",15.39882048815769,Normale,10,1,155,AFA,65,Corse-du-Sud,15,Corse,H3,Electricite
555,556,2021,41053,22,6008144,146.35091223540303,"(41.5911382, 9.2794469)",15.608626606622224,Normale,10,1,156,PORTO VECCHIO,65,Corse-du-Sud,15,Corse,H3,Electricite
556,557,2021,12686,4,831295,65.528535393347,"(42.0149385, 9.40536)",13.630741207766956,Normale,10,1,265,GHISONACCIA,66,Haute-Corse,15,Corse,H3,Electricite
557,558,2021,10833,7,1252864,115.652543155174,"(42.6344797, 8.9381367)",14.040943486653092,Normale,10,1,158,L ILE ROUSSE,66,Haute-Corse,15,Corse,H3,Electricite
558,559,2021,567,3,68554,120.90652557319224,"(16.2679458, -61.5870766)",11.135391621790756,Normale,11,1,1,BAIE MAHAULT,1,Guadeloupe,1,Guadeloupe,MAR,Electricite
559,560,2021,2072,17,411751,198.72152509652508,"(14.5743247, -60.9719008)",12.928176505344425,Normale,11,1,159,DUCOS,67,Martinique,16,Martinique,MAR,Electricite
