,id_consommation,annee_consommation,surface_declaree,nombre_declaration,consommation_declaree,densite_energetique,coordonnees_gps,consommation_log,consommation_etat,id_zone_climatique,id_vecteur_energie,id_commune,nom_commune,id_departement,nom_departement,id_region,nom_region,zone_climatique,vecteur_energie
135,136,Année de référence,20315,3,786353,38.70799901550578,"(43.927603, 4.9442687)",13.575162351699346,Normale,9,1,132,CHATEAUNEUF DE GADAGNE,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
136,137,Année de référence,17088,4,514055,30.082806647940075,"(43.928823, 4.9945784)",13.150087487919087,Normale,9,1,133,LE THOR,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
137,138,Année de référence,5419,4,2826166,521.5290644030264,"(44.2011293, 4.728396)",14.854431934606591,Anormale,9,1,134,MORNAS,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
138,139,Année de référence,597760,43,14385370,24.06546105460385,"(48.8841522, 2.2368863)",16.481722345389468,Normale,10,1,46,PUTEAUX,19,Hauts-de-Seine,3,Île-de-France,H3,Electricite
139,140,Année de référence,497,3,29498,59.352112676056336,"(48.1197799, -1.6038829)",10.292111643448266,Normale,10,1,42,CESSON SEVIGNE,15,Ille-et-Vilaine,7,Bretagne,H3,Electricite
140,141,Année de référence,1221,6,237634,194.62244062244065,"(48.4454551, -0.0039061)",12.378491162019412,Normale,10,1,135,PACE,15,Ille-et-Vilaine,7,Bretagne,H3,Electricite
141,142,Année de référence,21129,4,3780058,178.90378153249088,"(43.6848937, 4.2095434)",15.145250175939568,Normale,10,1,136,AIMARGUES,62,Gard,8,Occitanie,H3,Electricite
142,143,Année de référence,4044,3,573783,141.88501483679525,"(44.10482705, 4.655752285759262)",13.260008297860391,Normale,10,1,137,LAUDUN L ARDOISE,62,Gard,8,Occitanie,H3,Electricite
143,144,Année de référence,7372,4,661676,89.75529028757461,"(44.2249847, 4.3489751)",13.402532800441836,Normale,10,2,138,MEJANNES LE CLAP,62,Gard,8,Occitanie,H3,Inconnu
144,145,Année de référence,3562,4,757572,212.68163952835485,"(43.7896802, 4.3084497)",13.53787518135937,Normale,10,1,139,MILHAUD,62,Gard,8,Occitanie,H3,Electricite
145,146,Année de référence,8552,3,995567,116.41335360149672,"(42.4406621, 2.0328526)",13.81106870753677,Normale,10,1,140,ERR,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
146,147,Année de référence,7230,4,1840622,254.58118948824344,"(42.52284, 2.9347932)",14.425614659234062,Normale,10,1,141,LAROQUE DES ALBERES,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
147,148,Année de référence,9862,3,1518088,153.9330764550801,"(42.6235726, 2.45913)",14.232962864995075,Normale,10,1,142,LOS MASOS,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
148,149,Année de référence,15557,10,1277389,82.11023976345054,"(42.6420519, 2.8709063)",14.060329491677544,Normale,10,1,143,POLLESTRES,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
149,150,Année de référence,10681,7,838322,78.48722029772493,"(42.5304019, 2.9564544)",13.639158746728164,Normale,10,1,144,SOREDE,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
150,151,Année de référence,10812,5,864226,79.93211246762856,"(43.3492766, 5.6046147)",13.669590744759802,Normale,10,1,145,ROQUEVAIRE,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
151,152,Année de référence,5007,4,502977,100.45476333133612,"(43.4515922, 4.4277202)",13.128301710550808,Normale,10,1,146,SAINTES MARIES DE LA MER,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
152,153,Année de référence,15648,9,2612071,166.92682770961144,"(43.25, 6.53659)",14.775654334082777,Normale,10,1,147,COGOLIN,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
153,154,Année de référence,7050,5,917291,130.11219858156028,"(43.1497034, 6.0737053)",13.72918113021258,Normale,10,1,148,LA CRAU,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
154,155,Année de référence,12182,6,2607622,214.05532753242488,"(43.1383795, 6.3701286)",14.773949636364843,Normale,10,1,149,LE LAVANDOU,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
155,156,Année de référence,5029,4,1111674,221.05269437263868,"(43.1591343, 6.4705918)",13.921378444887528,Normale,10,1,150,RAYOL CANADEL SUR MER,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
156,157,Année de référence,2398,3,397773,165.8769808173478,"(43.3040144, 6.0910097)",12.89363928378886,Normale,10,1,151,ROCBARON,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
157,158,Année de référence,5261,3,1229354,233.6730659570424,"(43.2727191, 6.6405225)",14.022000199564047,Normale,10,1,152,SAINT TROPEZ,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
158,159,Année de référence,14086,5,862339,61.2195797245492,"(43.4273183, 6.4314327)",13.667404903432676,Normale,10,1,153,VIDAUBAN,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
159,160,Année de référence,4592,3,4424395,963.5006533101046,"(43.7245683, 5.8127618)",15.302644329932438,Anormale,10,2,154,VINON SUR VERDON,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Inconnu
160,161,Année de référence,20523,3,4955717,241.4713735808605,"(41.9838088, 8.7966629)",15.41605261938587,Normale,10,1,155,AFA,65,Corse-du-Sud,15,Corse,H3,Electricite
161,162,Année de référence,34229,16,6955684,203.21026030558883,"(41.5911382, 9.2794469)",15.75506986878458,Normale,10,1,156,PORTO VECCHIO,65,Corse-du-Sud,15,Corse,H3,Electricite
162,163,Année de référence,8597,3,2066449,240.36861695940445,"(42.5677079, 8.7590528)",14.541342717141571,Normale,10,1,157,CALVI,66,Haute-Corse,15,Corse,H3,Electricite
163,164,Année de référence,3865,3,1281445,331.5510996119017,"(42.6344797, 8.9381367)",14.063499685779036,Normale,10,1,158,L ILE ROUSSE,66,Haute-Corse,15,Corse,H3,Electricite
164,165,Année de référence,1121,9,248564,221.7341659232828,"(14.5743247, -60.9719008)",12.423459659732004,Normale,11,1,159,DUCOS,67,Martinique,16,Martinique,MAR,Electricite
165,166,Année de référence,190949,79,36550315,191.41401630801943,"(14.614557, -61.0018145)",17.414200389813523,Normale,11,1,160,LE LAMENTIN,67,Martinique,16,Martinique,MAR,Electricite
166,167,Année de référence,2294,4,421873,183.90278988666088,"(14.52518405, -60.96241513972797)",12.95246197023575,Normale,11,1,161,LE MARIN,67,Martinique,16,Martinique,MAR,Electricite
167,168,Année de référence,40082,10,9399194,234.49912679008037,"(14.6169451, -61.1004559)",16.05613460527519,Normale,11,1,162,SCHOELCHER,67,Martinique,16,Martinique,MAR,Electricite
168,169,Année de référence,50096,14,7579862,151.30673107633345,"(-12.7804136, 45.2279761)",15.841005683576592,Normale,12,1,163,MAMOUDZOU,68,Mayotte,17,Mayotte,MAY,Electricite
169,170,Année de référence,11889,3,1349159,113.47960299436454,"(-12.7983446, 45.2746515)",14.114992734531803,Normale,12,1,164,PAMANDZI,68,Mayotte,17,Mayotte,MAY,Electricite
170,171,Année de référence,7806,5,2467318,316.07968229567,"(-20.9987435, 55.6847941)",14.71864269400251,Normale,13,1,165,BRAS PANON,69,La Réunion,18,La Réunion,REU,Electricite
171,172,Année de référence,33944,11,5519095,162.59412561866603,"(-20.9269658, 55.3362758)",15.523724636725872,Normale,13,1,166,LA POSSESSION,69,La Réunion,18,La Réunion,REU,Electricite
172,173,Année de référence,238912,90,39466532,165.19275716581836,"(42.8662832, 1.3740316)",17.49096360491601,Normale,13,1,167,LE PORT,69,La Réunion,18,La Réunion,REU,Electricite
173,174,Année de référence,12543,5,631464,50.34393685721119,"(-21.2423582, 55.3357911)",13.355797795642122,Normale,13,1,168,LES AVIRONS,69,La Réunion,18,La Réunion,REU,Electricite
174,175,Année de référence,64116,27,3775982,58.892975232391294,"(43.273316, 0.8514079)",15.14417130411875,Normale,13,1,169,SAINT ANDRE,69,La Réunion,18,La Réunion,REU,Electricite
175,176,Année de référence,65593,24,9558553,145.72519933529492,"(45.690211000000005, 5.594554917419655)",16.072947018357233,Normale,13,1,170,SAINT BENOIT,69,La Réunion,18,La Réunion,REU,Electricite
176,177,Année de référence,56068,31,8481059,151.263804665763,"(-21.1677694, 55.2881932)",15.953345999956236,Normale,13,1,171,SAINT LEU,69,La Réunion,18,La Réunion,REU,Electricite
177,178,2020,236889,104,32033545,135.22597081333453,"(16.2679458, -61.5870766)",17.28229422416817,Normale,1,1,1,BAIE MAHAULT,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
178,179,2020,7746,6,1085220,140.10069713400463,"(16.0225079, -61.7454024)",13.897294210851337,Normale,1,1,2,BAILLIF,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
179,180,2020,11144,5,1091930,97.98366834170854,"(16.0000778, -61.7333373)",13.90345824647743,Normale,1,1,3,BASSE TERRE,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
180,181,2020,10573,4,565882,53.5214224912513,"(15.9950443, -61.6919417)",13.246142622036162,Normale,1,1,172,GOURBEYRE,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
181,182,2020,2147,7,915859,426.5761527713088,"(16.2072112, -61.4931309)",13.727618793547338,Anormale,1,1,173,LE GOSIER,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
182,183,2020,112606,45,19446356,172.69378185887075,"(16.2706436, -61.5057749)",16.783170309714542,Normale,1,1,4,LES ABYMES,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
183,184,2020,14890,13,1007677,67.6747481531229,"(16.1913912, -61.5903488)",13.823159232135762,Normale,1,1,5,PETIT BOURG,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
184,185,2020,4397,4,582961,132.58153286331589,"(16.2408636, -61.5334077)",13.275877283105398,Normale,1,1,6,POINTE A PITRE,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
185,186,2020,8982,6,2384582,265.4845246047651,"(16.2532002, -61.2750706)",14.684534824250504,Normale,1,1,7,SAINT FRANCOIS,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
186,187,2020,79025,33,7659470,96.92464409996836,"(4.9371544, -52.3258736)",15.8514534792798,Normale,2,1,8,CAYENNE,2,Guyane,2,Guyane,GUY,Electricite
187,188,2020,9575,5,1960631,204.76563968668407,"(5.1579834, -52.6424204)",14.488777428210792,Normale,2,1,9,KOUROU,2,Guyane,2,Guyane,GUY,Electricite
188,189,2020,20831,13,2332755,111.98478229561712,"(4.8496712, -52.3268695)",14.66256095916455,Normale,2,1,10,MATOURY,2,Guyane,2,Guyane,GUY,Electricite
189,190,2020,16975,13,6112043,360.0614432989691,"(4.9050148, -52.2771642)",15.62577180875546,Normale,2,1,11,REMIRE MONTJOLY,2,Guyane,2,Guyane,GUY,Electricite
190,191,2020,30044,4,7144590,237.80422047663427,"(49.0547758, 2.6835682)",15.78186612488052,Normale,3,2,174,DAMMARTIN EN GOELE,3,Seine-et-Marne,3,Île-de-France,H1a,Inconnu
191,192,2020,3391,7,216165,63.746682394573874,"(49.0332971, 2.5809475)",12.283801910025678,Normale,3,1,13,MAUREGARD,3,Seine-et-Marne,3,Île-de-France,H1a,Electricite
192,193,2020,11695,4,2575169,220.19401453612656,"(48.1868057, 2.7426674)",14.761426109318265,Normale,3,2,175,SOUPPES SUR LOING,3,Seine-et-Marne,3,Île-de-France,H1a,Inconnu
193,194,2020,3579,7,360711,100.78541492036882,"(49.4941667, 3.7119444)",12.795835134982545,Normale,3,1,17,BIEVRES,5,Essonne,3,Île-de-France,H1a,Electricite
194,195,2020,3913,3,1262449,322.6294403271148,"(48.5136159, 2.2174622)",14.048564835386998,Normale,3,2,18,CHAMARANDE,5,Essonne,3,Île-de-France,H1a,Inconnu
195,196,2020,17553,19,1939089,110.47051786019485,"(50.4573687, 1.6651851)",14.4777293488258,Normale,3,1,19,SAINT AUBIN,5,Essonne,3,Île-de-France,H1a,Electricite
196,197,2020,651,4,134283,206.27188940092165,"(48.6633406, 2.1694739)",11.80771223915194,Normale,3,1,20,SAINT JEAN DE BEAUREGARD,5,Essonne,3,Île-de-France,H1a,Electricite
197,198,2020,8627,3,3016983,349.7140373246783,"(48.5740125, 2.3593984)",14.91976821484573,Normale,3,2,21,VERT LE GRAND,5,Essonne,3,Île-de-France,H1a,Inconnu
198,199,2020,65536,5,4179636,63.77618408203125,"(48.9748734, 2.4332879)",15.245734958624682,Normale,3,1,23,BONNEUIL EN FRANCE,7,Val-d'Oise,3,Île-de-France,H1a,Electricite
199,200,2020,26705,3,2068310,77.45029020782626,"(49.0196554, 2.3799378)",14.542242890150684,Normale,3,2,176,ECOUEN,7,Val-d'Oise,3,Île-de-France,H1a,Inconnu
200,201,2020,79165,4,21981162,277.66262868691973,"(49.0704484, 2.312001)",16.905696417277916,Normale,3,2,177,MONTSOULT,7,Val-d'Oise,3,Île-de-France,H1a,Inconnu
201,202,2020,8315,3,546232,65.69236319903789,"(48.6915319, 1.0760461)",13.210800903626197,Normale,3,2,178,BREZOLLES,70,Eure-et-Loir,13,Centre-Val de Loire,H1a,Inconnu
202,203,2020,3548,3,238888,67.33032694475762,"(49.2572222, -0.0783333)",12.383754287883797,Normale,3,1,179,PERIERS EN AUGE,8,Calvados,4,Normandie,H1a,Electricite
203,204,2020,14037,3,2748202,195.78271710479447,"(49.2681582, -0.6728343)",14.826457801502825,Normale,3,1,25,SAINT MARTIN DES ENTREES,8,Calvados,4,Normandie,H1a,Electricite
204,205,2020,3627,3,316124,87.15853322304935,"(49.3084948, -0.9047281)",12.663892983972266,Normale,3,2,180,TREVIERES,8,Calvados,4,Normandie,H1a,Inconnu
205,206,2020,7132,3,789824,110.74369040942231,"(49.3049098, 1.1562938)",13.579566680916908,Normale,3,2,181,PONT DE L ARCHE,9,Eure,4,Normandie,H1a,Inconnu
206,207,2020,4187,3,470527,112.37807499402912,"(48.6996275, -0.3670932)",13.061610747395196,Normale,3,1,182,BRIOUZE,10,Orne,4,Normandie,H1a,Electricite
207,208,2020,5936,3,316446,53.309636118598384,"(48.6490262, 0.477002)",12.664911049987872,Normale,3,1,183,MOULINS LA MARCHE,10,Orne,4,Normandie,H1a,Electricite
208,209,2020,6919,3,183421,26.509755745049866,"(48.4278927, 0.7740583)",12.119544787989808,Normale,3,1,184,REMALARD EN PERCHE,10,Orne,4,Normandie,H1a,Electricite
209,210,2020,9661,4,2547168,263.65469413104233,"(48.5352175, -0.46728879827175207)",14.750493104332012,Normale,3,2,29,RIVES D ANDAINE,10,Orne,4,Normandie,H1a,Inconnu
210,211,2020,6293,7,613134,97.4311139361195,"(49.5294347, 0.9919251)",13.32634041905663,Normale,3,1,31,PISSY POVILLE,11,Seine-Maritime,4,Normandie,H1a,Electricite
211,212,2020,12055,4,1510571,125.30659477395272,"(49.5151, 3.83985)",14.22799894500851,Normale,3,2,185,SAINT ERME OUTRE ET RAMECOURT,71,Aisne,5,Hauts-de-France,H1a,Inconnu
212,213,2020,14116,4,2211646,156.67653726268065,"(49.122, 2.52775)",14.609248044802667,Normale,3,2,186,LA CHAPELLE EN SERVAL,12,Oise,5,Hauts-de-France,H1a,Inconnu
213,214,2020,1055,4,355730,337.18483412322274,"(49.5032677, 1.9957762)",12.781930106233483,Normale,3,1,35,MILLY SUR THERAIN,12,Oise,5,Hauts-de-France,H1a,Electricite
214,215,2020,15846,9,828563,52.28846396566957,"(50.3059788, 2.6881101)",13.627449360903904,Normale,3,1,37,DUISANS,13,Pas-de-Calais,5,Hauts-de-France,H1a,Electricite
215,216,2020,4689,8,585496,124.86585625933034,"(50.3329457, 2.9304367)",13.280216338180992,Normale,3,1,38,FRESNES LES MONTAUBAN,13,Pas-de-Calais,5,Hauts-de-France,H1a,Electricite
216,217,2020,3869,3,322800,83.43241147583355,"(50.7502914, 1.8021177)",12.684791313266564,Normale,3,2,187,LE WAST,13,Pas-de-Calais,5,Hauts-de-France,H1a,Inconnu
217,218,2020,16245,3,3293251,202.72397660818717,"(50.7641091, 1.6303277)",15.007386084394703,Normale,3,2,40,WIMILLE,13,Pas-de-Calais,5,Hauts-de-France,H1a,Inconnu
218,219,2020,3033,3,626574,206.5855588526212,"(49.8622887, 2.3414499)",13.348023758842812,Normale,3,2,188,CAGNY,72,Somme,5,Hauts-de-France,H1a,Inconnu
219,220,2020,11396,3,1643930,144.25500175500176,"(50.0735315, 1.4525575)",14.312600882914545,Normale,3,1,189,SAINT QUENTIN LA MOTTE CROIX BAILLY,72,Somme,5,Hauts-de-France,H1a,Electricite
220,221,2020,22741,4,1074677,47.25724462424696,"(49.2845383, 4.0535127)",13.887531639790646,Normale,3,1,41,BETHENY,14,Marne,6,Grand-Est,H1a,Electricite
221,222,2020,18588,4,6379035,343.18027759845063,"(47.81775695, -2.1362362244234725)",15.66852754672596,Normale,3,1,43,CARENTOIR,16,Morbihan,7,Bretagne,H1a,Electricite
222,223,2020,2112,4,181828,86.09280303030303,"(43.6044622, 1.4442469)",12.110821963955797,Normale,3,1,44,TOULOUSE,17,Haute-Garonne,8,Occitanie,H1a,Electricite
223,224,2020,11035,4,887641,80.43869506116901,"(45.7578137, 4.8320114)",13.696323787533071,Normale,3,1,190,LYON 03,18,Rhône,9,Auvergne-Rhône-Alpes,H1a,Electricite
224,225,2020,14541,3,3196270,219.81087958187197,"(47.7748215, 2.3718156)",14.977495375765402,Normale,4,2,191,SAINT PERE SUR LOIRE,73,Loiret,13,Centre-Val de Loire,H1b,Inconnu
225,226,2020,7462,3,1661168,222.61699276333425,"(47.8251954, 5.9029154)",14.323032129355848,Normale,4,1,192,JUSSEY,20,Haute-Saône,10,Bourgogne-Franche-Comté,H1b,Electricite
226,227,2020,5801,3,1377362,237.43526978107224,"(47.7005149, 2.948338)",14.135681359527789,Normale,4,2,193,BLENEAU,74,Yonne,10,Bourgogne-Franche-Comté,H1b,Inconnu
227,228,2020,10064,3,1083791,107.68988473767884,"(49.2641778, 4.1040521)",13.89597656065122,Normale,4,1,194,CERNAY LES REIMS,14,Marne,6,Grand-Est,H1b,Electricite
228,229,2020,6764,5,841251,124.3718214074512,"(49.1664802, 5.8564321)",13.64264653735281,Normale,4,1,50,CONFLANS EN JARNISY,22,Meurthe-et-Moselle,6,Grand-Est,H1b,Electricite
229,230,2020,3519,3,226063,64.2406933788008,"(48.7448986, 7.0977176)",12.328573424005588,Normale,4,1,53,REDING,23,Moselle,6,Grand-Est,H1b,Electricite
230,231,2020,7190,3,908875,126.40820584144646,"(48.3589814, 7.580719)",13.719963950213064,Normale,4,2,195,HUTTENHEIM,24,Bas-Rhin,6,Grand-Est,H1b,Inconnu
231,232,2020,583,6,76835,131.7924528301887,"(48.6749481, 7.8573782)",11.249428559306802,Normale,4,1,196,KILSTETT,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
232,233,2020,6809,5,1284240,188.60919371420175,"(48.6503574, 7.7003567)",14.065678440323646,Normale,4,1,197,LAMPERTHEIM,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
233,234,2020,2160,4,82290,38.09722222222222,"(48.6231002, 7.7008489)",11.318017024670777,Normale,4,1,55,NIEDERHAUSBERGEN,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
234,235,2020,1874,3,123809,66.0667022411953,"(48.7272524, 7.3755834)",11.726503411414738,Normale,4,1,198,OTTERSWILLER,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
235,236,2020,43353,97,4625494,106.69374668419717,"(48.8440817, 8.0545977)",15.347093950228706,Normale,4,1,56,ROPPENHEIM,24,Bas-Rhin,6,Grand-Est,H1b,Electricite
236,237,2020,4154,3,763135,183.71088107847856,"(49.8044444, 3.2383333)",13.545191538157631,Normale,4,1,199,CASTRES,59,Tarn,8,Occitanie,H1b,Electricite
237,238,2020,1581,3,77664,49.12333965844402,"(48.8366762, 2.2960133)",11.260159984422009,Normale,5,1,200,PARIS 15,43,Paris,3,Île-de-France,H1c,Electricite
238,239,2020,152526,15,2478409,16.24909195809239,"(48.8841522, 2.2368863)",14.723127783497802,Normale,5,1,46,PUTEAUX,19,Hauts-de-Seine,3,Île-de-France,H1c,Electricite
239,240,2020,2952,3,384740,130.3319783197832,"(47.50606, 4.17308)",12.860325659614668,Normale,5,2,201,EPOISSES,26,Côte-dOr,10,Bourgogne-Franche-Comté,H1c,Inconnu
240,241,2020,8605,3,662477,76.98744915746659,"(47.2455008, 4.9728452)",13.40374262874396,Normale,5,2,202,FIXIN,26,Côte-dOr,10,Bourgogne-Franche-Comté,H1c,Inconnu
241,242,2020,5661,3,930095,164.29871047518105,"(47.2797526, 5.106789)",13.743043085608472,Normale,5,2,203,NEUILLY CRIMOLOIS,26,Côte-dOr,10,Bourgogne-Franche-Comté,H1c,Inconnu
242,243,2020,31557,7,7333305,232.382831067592,"(47.2660906, 5.0089521)",15.807936995374806,Normale,5,2,58,PERRIGNY LES DIJON,26,Côte-dOr,10,Bourgogne-Franche-Comté,H1c,Inconnu
243,244,2020,7732,3,1192124,154.1805483704087,"(47.3232842, 5.971252)",13.991247986881213,Normale,5,2,59,GENEUILLE,27,Doubs,10,Bourgogne-Franche-Comté,H1c,Inconnu
244,245,2020,4124,5,471867,114.41973811833172,"(46.9162464, 6.3096855)",13.064454564438307,Normale,5,2,204,HOUTAUD,27,Doubs,10,Bourgogne-Franche-Comté,H1c,Inconnu
245,246,2020,3229,3,568335,176.00960049550943,"(46.271544, 4.7682954)",13.250468072102748,Normale,5,1,205,VINZELLES,28,Saône-et-Loire,10,Bourgogne-Franche-Comté,H1c,Electricite
246,247,2020,21494,5,600667,27.94579882757979,"(48.5141134, -2.7603283)",13.305797648235671,Normale,5,1,62,SAINT BRIEUC,29,Côtes-d'Armor,7,Bretagne,H1c,Electricite
247,248,2020,14484,4,1874304,129.40513670256834,"(46.176149, 2.4870429)",14.443748482006113,Normale,5,1,63,EVAUX LES BAINS,30,Creuse,11,Nouvelle-Aquitaine,H1c,Electricite
248,249,2020,2077,3,577348,277.9720751083293,"(45.1292139, 1.3018796)",13.266202215326889,Normale,5,2,64,TERRASSON LAVILLEDIEU,31,Dordogne,11,Nouvelle-Aquitaine,H1c,Inconnu
249,250,2020,8290,3,171129,20.64282267792521,"(44.8791708, -0.5216683)",12.050178780571498,Normale,5,1,65,LORMONT,32,Gironde,11,Nouvelle-Aquitaine,H1c,Electricite
250,251,2020,7512,3,1441679,191.91679978700745,"(45.800686049999996, 5.686416813794681)",14.181319658192152,Normale,5,1,206,CHAZEY BONS,75,Ain,9,Auvergne-Rhône-Alpes,H1c,Electricite
251,252,2020,2599,4,157192,60.48172373989996,"(45.8146254, 4.9317746)",11.9652296287237,Normale,5,1,207,NEYRON,75,Ain,9,Auvergne-Rhône-Alpes,H1c,Electricite
252,253,2020,13590,9,2109616,155.23296541574686,"(45.9281426, 4.9534729)",14.562016972388442,Normale,5,2,208,SAINT ANDRE DE CORCY,75,Ain,9,Auvergne-Rhône-Alpes,H1c,Inconnu
253,254,2020,9145,3,1616159,176.72597047566975,"(46.2189665, 4.9925097)",14.295563523063011,Normale,5,2,209,VONNAS,75,Ain,9,Auvergne-Rhône-Alpes,H1c,Inconnu
254,255,2020,8215,7,825774,100.52026780279976,"(45.0600807, 3.0621933)",13.624077618301856,Normale,5,1,68,ANDELAT,34,Cantal,9,Auvergne-Rhône-Alpes,H1c,Electricite
255,256,2020,4508,3,836810,185.62777284826976,"(45.4140776, 4.7297216)",13.637353517521884,Normale,5,1,210,CHAVANAY,76,Loire,9,Auvergne-Rhône-Alpes,H1c,Electricite
256,257,2020,10177,3,1157770,113.7633880318365,"(45.3989749, 4.2620703)",13.96200716280946,Normale,5,2,211,UNIEUX,76,Loire,9,Auvergne-Rhône-Alpes,H1c,Inconnu
257,258,2020,7117,3,1206010,169.45482647182803,"(45.3366036, 3.3738031)",14.00282877728903,Normale,5,2,212,COHADE,77,Haute-Loire,9,Auvergne-Rhône-Alpes,H1c,Inconnu
258,259,2020,6910,3,1798685,260.30173661360345,"(45.9598042, 3.4755085)",14.40256695628665,Normale,5,2,213,PUY GUILLAUME,36,Puy-de-Dôme,9,Auvergne-Rhône-Alpes,H1c,Inconnu
259,260,2020,8550,3,2537652,296.80140350877195,"(45.7056548, 4.4483138)",14.746750196080978,Normale,5,1,214,SOUZY,18,Rhône,9,Auvergne-Rhône-Alpes,H1c,Electricite
260,261,2020,6748,4,960276,142.30527563722583,"(45.5582393, 5.9421274)",13.774977063490544,Normale,5,2,215,BARBERAZ,37,Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
261,262,2020,1026,3,48066,46.84795321637427,"(45.5531763, 5.743894)",10.78035114995359,Normale,5,1,73,DULLIN,37,Savoie,9,Auvergne-Rhône-Alpes,H1c,Electricite
262,263,2020,11922,3,2057596,172.58815634960578,"(45.5251, 5.7396)",14.537049355015045,Normale,5,2,216,LA BRIDOIRE,37,Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
263,264,2020,2786,3,456587,163.8862167982771,"(45.6483, 6.44049)",13.03153673152354,Normale,5,1,75,TOURS EN SAVOIE,37,Savoie,9,Auvergne-Rhône-Alpes,H1c,Electricite
264,265,2020,11126,5,989743,88.95766672658637,"(46.0001467, 6.1185532)",13.8052016028131,Normale,5,1,217,ALLONZIER LA CAILLE,38,Haute-Savoie,9,Auvergne-Rhône-Alpes,H1c,Electricite
265,266,2020,13414,5,2775951,206.9443119129268,"(46.167254, 6.3216563)",14.836504309393058,Normale,5,2,76,BONNE,38,Haute-Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
266,267,2020,20479,3,557070,27.20201181698325,"(45.82842, 5.98522)",13.23044797936768,Normale,5,2,218,MARIGNY SAINT MARCEL,38,Haute-Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
267,268,2020,11854,3,1833138,154.6429897081154,"(45.9590439, 5.8360212)",14.421540355916193,Normale,5,2,219,SEYSSEL,38,Haute-Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
268,269,2020,10271,3,1427629,138.99610553986955,"(46.147716, 6.4104203)",14.171526284667062,Normale,5,2,220,VIUZ EN SALLAZ,38,Haute-Savoie,9,Auvergne-Rhône-Alpes,H1c,Inconnu
269,270,2020,5819,3,420407,72.24729334937274,"(44.4254815, 6.0074686)",12.948980947299592,Normale,5,1,79,LA SAULCE,39,Hautes-Alpes,12,Provence-Alpes-Côte d'Azur,H1c,Electricite
270,271,2020,16952,3,2215682,130.70327984898535,"(44.9311709, 6.7217996)",14.61107126607509,Normale,5,2,221,MONTGENEVRE,39,Hautes-Alpes,12,Provence-Alpes-Côte d'Azur,H1c,Inconnu
271,272,2020,3400,3,255395,75.11617647058823,"(43.2924385, 5.5703031)",12.450570560750805,Normale,5,1,222,AUBAGNE,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H1c,Electricite
272,273,2020,553,3,29524,53.38878842676312,"(43.3113852, 5.3789412)",10.292992641065563,Normale,5,1,81,MARSEILLE 03,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H1c,Electricite
273,274,2020,5527,3,1427160,258.21603039623665,"(49.3815306, -1.7528273)",14.17119771420133,Normale,6,2,82,BARNEVILLE CARTERET,41,Manche,4,Normandie,H2a,Inconnu
274,275,2020,1697,4,59187,34.877430760165,"(48.9651647, -1.4778276709921987)",10.988474097622424,Normale,6,2,84,QUETTREVILLE SUR SIENNE,41,Manche,4,Normandie,H2a,Inconnu
275,276,2020,3501,3,337347,96.3573264781491,"(49.5234364, -1.5926491)",12.728870317477156,Normale,6,2,223,SOTTEVAST,41,Manche,4,Normandie,H2a,Inconnu
