annee_consommation,meta_categorie_activite,categorie_activite,sous_categorie_activite,nombre_declaration,surface_declaree,consommation_declaree
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire (Valeur par défaut),328,68876,22627641
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Administration et bureaux,26,9294,933279
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Réserve froid ambiante,8,9747,462005
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Réserve froid positif,10,3483,1041926
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Boucherie, Charcuterie - Zone vente",37,10104,3332190
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Boulangerie, Pâtisserie - Zone vente",334,92072,81063651
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Chocolatier, Confiseur - Zone vente",129,21906,3473717
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Epicerie, Caviste - Zone vente",158,48682,7422873
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Fromagerie, Crèmerie - Zone vente",4,268,198689
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Primeurs - Zone vente,25,10994,3752480
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Surgelés - Zone vente,189,67135,29298477
2021,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Traiteur - Zone vente,9,1587,629032
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Equipement automobile et moto (Valeur par défaut),288,541532,50402668
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone ateliers - Equipement automobile et moto,54,343808,87329644
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone de réserve - Equipement automobile et moto,19,58730,4317788
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone de vente - Equipement automobile et moto,59,139458,15059256
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Administration et bureaux,3,6450,341337
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Equipement de la maison (Valeur par défaut),622,1670596,186853993
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de réserve Equipement de la maison - Température ambiante,56,248912,16902781
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,"GSS - Zone de vente - Ameublement, Cuisines et Salles de bains, Art de la table",351,1579777,135574590
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Electroménager,238,973733,80099034
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Jardinerie,134,382390,40190553
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Luminaires,12,20046,1271629
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,Logistique température ambiante,3,19218,663700
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Administration et bureaux,5,42411,4869044
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Equipement de la personne et Loisirs (Valeur par défaut),525,1111890,123195723
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Zone de réserve Equipement de la personne et loisirs - Température ambiante,7,13845,1317490
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,"GSS - Zone de vente - Culture, Média et Loisirs (Librairie, téléphonie, produits culturels et technologiques, jeux et loisirs)",240,558502,60389864
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,"GSS - Zone de vente - Equipement de la personne (Vêtements , Lingerie, Linge de maison, Chaussures, Maroquinerie et bagages)",256,736881,104286201
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,"GSS - Zone de vente - Santé, Soins & Beauté (Pharmacie, Parapharmacie, Opticien, Beauté & bien être, Parfumerie…)",11,13805,814799
2021,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Zone de vente - Sports et Outdoor,150,333511,34696465
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB (Valeur par défaut),935,3859922,368003657
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Administration et bureaux,43,94217,4276038
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Atelier clients,9,22744,1826996
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Cours matériaux couverte (espace d'exposition éclairé et non chauffé),192,891891,36367161
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Cours matériaux non couverte (extérieur - appoint éclairage),101,859782,36503111
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Réserve température ambiante,1268,4063474,185881847
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone de vente non électro-intensif,907,4554531,342378717
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone de vente électro-intensif (présentation luminaires),36,175698,14699214
2021,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone découpe matériau,4,10191,755740
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Ameublement - Zone vente,905,969724,78887818
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Animalerie - Zone vente,270,197726,21195345
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Art de la table - Zone vente,22,12366,1132137
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Bricolage, Décoration - Zone vente",316,284746,27090230
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Cuisine, Salles de bains - Zone vente",80,51000,4132456
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Electroménager, Vidéo et HIFI - Zone vente",89,57133,5009111
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Equipement de la maison (Valeur par défaut),747,615417,46772568
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Equipement de la maison - Administration et bureaux,61,39815,3202735
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Equipement de la maison - Réserve d'approche,176,506715,58767589
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Fleuriste - Zone vente,55,10345,1448006
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Jardinerie - Zone vente,97,126589,16009515
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Luminaire - Zone vente,3,1896,161426
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Service et Réparation de produits et équipements - Accueil public et process,54,56338,3240913
2021,Commerce autre,Commerces et services de détail - Equipement de la maison,Logistique température ambiante,8,14187,1054020
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Accessoire de mode (Bijouterie, …) - Zone de vente",688,89124,17580986
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Bien être (Sauna -Hammam) - Zone Public,16,13735,1339888
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Culture, Média et Loisirs (Libraire, produits culturels, jeux et loisirs...) - Zone de vente",250,126376,12584082
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Equipement de la personne (Vêtements, lingeries, linges de maison, chaussures, maroquinerie et bagages...) - Zone de vente",3683,1807531,204120293
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Equipement de la personne et Loisirs (Valeur par défaut),4044,1823454,237081781
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Equipement de la personne et Loisirs - Administration et bureaux,121,175204,26206712
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Equipement de la personne et Loisirs - Réserve d'approche,64,41306,3606786
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Numérique et téléphonie - Zone vente,539,74314,18055827
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Santé Optique - Zone vente,672,113426,16177027
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Santé, Soins (Pharmacie, Parapharmacie) - Zone vente",291,92014,11185339
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Service Conseil (Agences de voyages…) - Zone vente,94,19403,2152164
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Service Laverie automatique - Zone public,4,293,155652
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Service Pressing - Accueil public et process,56,4452,2096765
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Services Equipements de la personne (Cordonnerie, Couturier,…) - Accueil public et process",34,4765,534850
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Soins & Beauté (Beauté & bien être) - Zone soins,157,26845,5217890
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Soins & Beauté (Parfumerie, cosmétique…) - Zone vente",315,52562,8936999
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Soins de la personne (Coiffeur, Salon d'esthétique, Massage) - Zone vente",626,56915,11144887
2021,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Sports et Outdoor - Zone vente,229,242705,27574802
2021,Commerce de gros,Commerce de gros,Commerce de gros (Valeur par défaut),1645,3723836,400626727
2021,Commerce de gros,Commerce de gros,Commerce de gros - Administration et bureaux,275,460308,44486838
2021,Commerce de gros,Commerce de gros,Commerce de gros - Autres produits alimentaires - Zone en température dirigée,44,118588,23532811
2021,Commerce de gros,Commerce de gros,Commerce de gros - Boucherie - Zone en température dirigée,5,5878,2263304
2021,Commerce de gros,Commerce de gros,"Commerce de gros - Crèmerie, Fromagerie - Zone en température dirigée",5,13830,3106303
2021,Commerce de gros,Commerce de gros,Commerce de gros - Fleurs et végétaux - Zone en température dirigée,16,39883,7994396
2021,Commerce de gros,Commerce de gros,Commerce de gros - Primeurs - Zone en température dirigée,48,92165,16903098
2021,Commerce de gros,Commerce de gros,Commerce de gros - Produits de la mer - Zone en température dirigée,7,10214,3727880
2021,Commerce de gros,Commerce de gros,Commerce de gros - Produits non périssables - Zone en température ambiante,755,2210071,148328113
2021,Commerce de gros,Commerce de gros,Commerce de gros - Volailler et gibiers - Zone en température dirigée,4,3826,1271274
2021,Commerce de gros,Commerce de gros,Commerce de gros - Zone de présentation en température ambiante,189,621592,76409144
2021,Commerce de gros,Commerce de gros,Logistique température ambiante,9,19143,1685161
2021,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque (Valeur par défaut),627,1433975,177437055
2021,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque - Administration et bureaux,66,138605,15052575
2021,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque - Salle de lecture,217,485218,64705403
2021,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque - Zone de conservation des archives avec traitement climatique,37,259826,31116911
2021,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque - Zone de conservation des archives sans traitement climatique,15,52461,4341679
2021,Culture,Culture et spectacles - Bibliothèque et médiathèque,Salle de spectacles vivants - Salle de spectacle (Partie publics),3,5690,740883
2021,Culture,Culture et spectacles - Cinéma,Cinéma (Valeur par défaut),216,882994,108022321
2021,Culture,Culture et spectacles - Cinéma,Cinéma - Administration et bureaux,8,21380,4488637
2021,Culture,Culture et spectacles - Cinéma,Cinéma - Hall d'accueil et salon d'attente,3,6769,977780
2021,Culture,Culture et spectacles - Cinéma,Cinéma - Local de projection,3,4763,988350
2021,Culture,Culture et spectacles - Cinéma,Cinéma - Salle de cinéma,118,469682,64697569
2021,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes (Valeur par défaut),20,50928,10202580
2021,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Administration et bureaux,21,21155,5959003
2021,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Aquarium,4,26431,9732195
2021,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Parc zoologique (Enclos fermés et couverts d'hébergement des animaux),6,15917,3227961
2021,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Serres,21,86916,20014827
2021,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Zone de soins vétérinaires,4,2137,143166
2021,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique (Valeur par défaut),215,807634,111315369
2021,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique - Administration et bureaux,18,62498,9168699
2021,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique - Salle d'exposition ouverte au public,144,683966,101578899
2021,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique - Zone de conservation des collections avec traitement climatique,12,48676,7740915
2021,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique - Zone de conservation des collections sans traitement climatique,13,36029,2993652
2021,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale (Valeur par défaut),112,318145,44798760
2021,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale - Administration et bureaux,9,37244,7913166
2021,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale - Salle d'exposition ouverte au public,87,316652,49589101
2021,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale - Zone de conservation des collections avec traitement climatique,19,89332,16621379
2021,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale - Zone de conservation des collections sans traitement climatique,15,62667,5804500
2021,Culture,Culture et spectacles - Salle d'exposition & Galerie d'art,Salle d'exposition & Galerie d'art (Valeur par défaut),125,258155,26972203
2021,Culture,Culture et spectacles - Salle d'exposition & Galerie d'art,Salle d'exposition & Galerie d'art - Administration et bureaux,18,60440,7267501
2021,Culture,Culture et spectacles - Salle d'exposition & Galerie d'art,Salle d'exposition & Galerie d'art - Salle d'animation audiovisuelle,6,8098,781011
2021,Culture,Culture et spectacles - Salle d'exposition & Galerie d'art,Salle d'exposition & Galerie d'art - Salle d'exposition ouverte au public,99,258948,32541206
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Bibliothèque et médiathèque - Salle de lecture,7,25319,3388380
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Bureaux - Bureaux standards,5,8995,1575545
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Local vacant,5,21794,2801746
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle d'exposition & Galerie d'art - Salle d'exposition ouverte au public,3,4405,514032
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants (Valeur par défaut),930,2421792,283796307
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Administration et bureaux,70,215575,32205445
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Ateliers Décors,11,27732,2033756
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Hall d'accueil,33,116857,17232784
2021,Culture,Culture et spectacles - Salle de spectacles vivants,"Salle de spectacles vivants - Régie (éclairage scénique, salle et vidéo)",7,30036,1398604
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Salle de spectacle (Partie publics),578,1227652,158759978
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Salles de répétition,154,241130,29948299
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Scène (comprenant l'espace fosse d'orchestre pour les opéras),16,50551,5120953
2021,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Zone de conservation des décors,9,20756,1816330
2021,Culture,Culture et spectacles - Salle de spectacles vivants,"Sports - Salle de sport collectif (Basket ball, Hand ball, Volley ball, Futsal…)",3,16030,1232336
2021,Enseignement,Enseignement - Formation continue pour adultes,Bureaux - Bureaux standards,3,9504,845342
2021,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes (Valeur par défaut),298,629460,73891259
2021,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes - Administration et bureaux,110,261942,31879146
2021,Enseignement,Enseignement - Formation continue pour adultes,"Formation continue pour adultes - Amphithéâtre, Auditorium, Salles de conférences",12,46881,6396230
2021,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes - Ateliers et Halles techniques avec Process - Avec Process,156,552865,63920697
2021,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes - Salles de formation et d'enseignement banalisé - Avec Process,216,1470110,243680057
2021,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes - Salles de formation et d'enseignement banalisé - Sans Process,221,488486,62823728
2021,Enseignement,Enseignement Primaire,Accueil petite enfance - Crèche,6,13182,1378219
2021,Enseignement,Enseignement Primaire,Bureaux - Autres activités de services,3,5780,718326
2021,Enseignement,Enseignement Primaire,Bureaux - Bureaux standards,19,84805,21306501
2021,Enseignement,Enseignement Primaire,Bureaux - Grande salle de réunion - Auditorium - Amphithéâtre (à partir de 30 places),3,6070,725204
2021,Enseignement,Enseignement Primaire,Enseignement Primaire (Valeur par défaut),4166,9705537,1074770062
2021,Enseignement,Enseignement Primaire,Enseignement Primaire - Administration et bureaux,365,824500,107586555
2021,Enseignement,Enseignement Primaire,Enseignement Primaire - Internat primaire,8,24449,3123593
2021,Enseignement,Enseignement Primaire,Enseignement Primaire - Salles d'enseignement Elémentaire,3756,9426188,1148035186
2021,Enseignement,Enseignement Primaire,Enseignement Primaire - Salles d'enseignement Maternelle,1818,3043238,361727113
2021,Enseignement,Enseignement Primaire,Enseignement Primaire - Salles multi activité et Périscolaire,604,986664,121811661
2021,Enseignement,Enseignement Primaire,Enseignement Secondaire - Collège - Salles d'enseignements généraux,11,46769,4280073
2021,Enseignement,Enseignement Primaire,Local vacant,6,14716,1129062
2021,Enseignement,Enseignement Primaire,Logistique température ambiante,3,4555,838291
2021,Enseignement,Enseignement Primaire,Restauration collective scolaire et universitaire,29,56357,8174026
2021,Enseignement,Enseignement Primaire,Salle de spectacles vivants - Salle de spectacle (Partie publics),10,17697,1990849
2021,Enseignement,Enseignement Primaire,"Sports - Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",18,103493,14056441
2021,Enseignement,Enseignement Primaire,"Sports - Salle de sport collectif (Basket ball, Hand ball, Volley ball, Futsal…)",14,92831,10897839
2021,Enseignement,Enseignement Primaire,Sports - Salle de sport de cours collectifs,5,21502,2574521
2021,Enseignement,Enseignement Secondaire,Enseignement Primaire - Salles d'enseignement Elémentaire,8,21653,2035022
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire (Valeur par défaut),2258,15847738,1610616789
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Administration et bureaux,76,527998,63625639
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Collège - Salles d'enseignements généraux,2276,13273790,1384816429
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Collège - Salles d'enseignements professionnels adaptés,12,87851,11147678
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Collège - Salles de TP - Enseignements professionnels adaptés,11,85605,8972309
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Etablissement régional d'enseignement adapté (EREA),107,1224076,165261854
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Internat secondaire,107,495075,64583146
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Lycée d'enseignement général (LG) ou Salles d'enseignement banalisé - Toutes séries confondues (Valeur Témoin),305,3803851,402310498
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Lycée d'enseignement général et techhnologique (LGT) - Lycée d'enseignement polyvalent (LEP) - Toutes séries confondues (Valeur Témoin),608,10029912,1077699305
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Lycée d'enseignement général et technologique agricole (LGTA) - Lycée d'enseignement professionnel agricole (LEP agricole) - Toutes séries confondues (Valeur Témoin),167,1846909,210720999
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Lycée d'enseignement professionnel,624,7698107,812890380
2021,Enseignement,Enseignement Secondaire,"Enseignement Secondaire - Salles de TP - STI2D sciences et technologies de l'industrie et du développement durable (mécanique et électrotechnique, BTP)",14,150106,19039171
2021,Enseignement,Enseignement Secondaire,"Enseignement Secondaire - Salles de TP - Série S2TMD sciences et techniques du théâtre, de la musique et de la danse",12,26735,2852769
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Salles de TP - Série SMS/ST2S Sciences médicosocial/ scienes et technologies de la santé et du social,6,20034,2104553
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Salles de TP - Série STD2A sciences et technologies du design et des arts appliqués,3,6693,1162673
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Salles de TP - Série STHR sciences et technologies de l'hôtellerie et de la restauration,4,22222,3189340
2021,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Salles de TP enseignement agricole - STAE sciences et technologies de l'agronomie et environnement /STPA sciences et technologies du produit agroalimentaire /STAV sciences et technologies de l'agronomie et du vivant (hors production secteur Primaire),6,50061,6732060
2021,Enseignement,Enseignement Secondaire,Etablissement d'hébergement social ou médico-social de mineurs en difficultés (MECS) - Zones de vie,3,19443,3028908
2021,Enseignement,Enseignement Secondaire,Formation continue pour adultes - Ateliers et Halles techniques avec Process - Avec Process,3,46886,5298516
2021,Enseignement,Enseignement Secondaire,"Sports - Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",3,10497,1006152
2021,Enseignement,Enseignement Supérieur,Enseignement Supérieur (Valeur par défaut),706,3761814,513236002
2021,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Administration Open Space,3,18548,3083187
2021,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Administration et bureaux,75,481855,65887304
2021,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Amphithéâtre, Auditorium, Salles de conférences",18,105509,14439938
2021,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Ateliers et Halles techniques avec Process - Niveau 1 (DE ≤ A W/m²),21,80280,10697212
2021,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Ateliers et Halles techniques avec Process - Niveau 3 (DE ≥ B W/m²),4,36841,4191723
2021,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Bureaux Recherche (Enseignants chercheurs),13,158467,22219043
2021,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Avec Process Electronique et Electrotechnique",18,124909,17292978
2021,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Avec Process Informatique Chimie et Biochimie",24,162538,18083539
2021,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Avec Process Mécanique et Optique",13,76627,13248839
2021,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Avec Process Process Informatique",28,102923,12874928
2021,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Sans Process",354,2350694,364258508
2021,Halles,Halles et marchés couverts,Halles et marchés couverts (Valeur par défaut),97,149341,14837491
2021,Halles,Halles et marchés couverts,Halles et marchés couverts - Etale ou stand alimentaire,23,56935,7083171
2021,Halles,Halles et marchés couverts,Halles et marchés couverts - Etale ou stand non-alimentaire,5,30843,2967775
2021,Halles,Halles et marchés couverts,Halles et marchés couverts - Partie commune (mail et locaux technique),11,20408,1470102
2021,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée (Valeur par défaut),324,874667,98880259
2021,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée - Administration et bureaux,11,41822,4096751
2021,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée - Cuisine,3,5750,747272
2021,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée - Sanitaires et zone de couchages,162,414771,49224140
2021,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée - Zone de restauration,10,15041,1674310
2021,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP - Administration et bureaux,8,16282,1536928
2021,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP - Piscine intérieure,10,77040,34760397
2021,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP - Sauna et Hammam,3,2036,602865
2021,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP 1 étoile - Chambres et services (hors restauration),12,36545,4655343
2021,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP 2 étoiles - Chambres et services (hors restauration),10,46533,8122052
2021,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP 3 étoiles - Chambres et services (hors restauration),53,235152,21195463
2021,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP 4 étoiles - Chambres et services (hors restauration),18,152257,35305410
2021,Hébergement touristique,Résidence de tourisme et loisirs,"Résidence de tourisme, Village vacances, Club - ERP (Valeur par défaut)",197,1242980,131788620
2021,Hébergement touristique,Résidence de tourisme et loisirs,Village vacances ou Club ERP 3 étoiles - Chambres et services (hors restauration),34,198966,16128851
2021,Hébergement touristique,Résidence de tourisme et loisirs,Village vacances ou Club ERP 4 étoiles - Chambres et services (hors restauration),5,20373,2180319
2021,Hébergement touristique,Terrain de camping et parcs pour caravanes ou véhicules de loisirs,Terrain de camping (Valeur par défaut),34,85997,12453741
2021,Hébergement touristique,Terrain de camping et parcs pour caravanes ou véhicules de loisirs,Terrain de camping - Administration et bureaux,7,8139,1362322
2021,Hébergement touristique,Terrain de camping et parcs pour caravanes ou véhicules de loisirs,Terrain de camping - Blocs sanitaires,8,4823,1203892
2021,Hôtels,Hôtellerie,Hôtel (Valeur par défaut),1584,4872605,781155800
2021,Hôtels,Hôtellerie,Hôtel - Administration et bureaux,19,57414,12812434
