annee_consommation,meta_categorie_activite,categorie_activite,sous_categorie_activite,nombre_declaration,surface_declaree,consommation_declaree
2022,Audiovisuel,Audiovisuel - Télévision et télédiffusion,Télévision - Administration et rédaction,15,62541,24540218
2022,Audiovisuel,Audiovisuel - Télévision et télédiffusion,Télévision - Studio d'enregistrement et de diffusion d'émissions télévisées,30,76615,11000000
2022,Blanchisserie,"Blanchisserie dite ""industrielle""",Blanchisserie industrielle (Valeur par défaut),147,577062,648004317
2022,Blanchisserie,"Blanchisserie dite ""industrielle""","Blanchisserie industrielle - Lavage, Séchage et Finition",19,52551,44065762
2022,Blanchisserie,"Blanchisserie dite ""industrielle""",Blanchisserie industrielle - Nettoyage à sec,8,710,382758
2022,Blanchisserie,"Blanchisserie dite ""industrielle""",Blanchisserie industrielle - Stockage et Tri,4,8562,9510923
2022,Blanchisserie,"Blanchisserie dite ""industrielle""",Blanchisserie industrielle - Traitement linge résidents ou particuliers,7,6056,6638807
2022,Bureaux,Bureaux – Services Publics - Banque,Accueil petite enfance - Halte garderie,3,6929,481583
2022,Bureaux,Bureaux – Services Publics - Banque,Banque - Distributeur automatique de billets indépendant,7,862,46958
2022,Bureaux,Bureaux – Services Publics - Banque,Banque - Zone guichets accueil personnalisé,169,97626,10728450
2022,Bureaux,Bureaux – Services Publics - Banque,Bibliothèque et médiathèque - Salle de lecture,5,6956,844568
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux (Valeur par défaut),8143,14440294,1608283552
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Autres activités de services,686,1609162,200187046
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Bureaux standards,13661,31258462,4193763071
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Centre Documentaire,24,65245,7298784
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Espace Co-Working,120,356371,40612190
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Flex Office,353,2000604,293057282
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Grande salle de réunion - Auditorium - Amphithéâtre (à partir de 30 places),264,292171,31922830
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Open Space,2498,7863466,1116499933
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Salle Haute Intensité – Centre d'appel,74,155328,21602035
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Salle Haute Intensité – Salle de marché,6,41517,12866722
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Zone Accueil Public,423,501078,51721014
2022,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Zone archive sans contrainte hygrothermique,83,212943,21697673
2022,Bureaux,Bureaux – Services Publics - Banque,Enseignement Primaire - Salles d'enseignement Elémentaire,7,5072,741383
2022,Bureaux,Bureaux – Services Publics - Banque,Enseignement Primaire - Salles multi activité et Périscolaire,4,8988,1103956
2022,Bureaux,Bureaux – Services Publics - Banque,Laboratoire - Administration et bureaux,3,10506,1920296
2022,Bureaux,Bureaux – Services Publics - Banque,Local vacant,14,43082,4651312
2022,Bureaux,Bureaux – Services Publics - Banque,Logistique température ambiante,73,331319,60925258
2022,Bureaux,Bureaux – Services Publics - Banque,Logistique température dirigée +12 à +17°C - Produits frais (Référence +15 °C),4,8369,1632232
2022,Bureaux,Bureaux – Services Publics - Banque,Restauration collective avec services - Restauration inter-entreprises,3,10851,2461246
2022,Bureaux,Bureaux – Services Publics - Banque,Restauration collective scolaire et universitaire,5,6750,983384
2022,Bureaux,Bureaux – Services Publics - Banque,Salle de spectacles vivants - Salle de spectacle (Partie publics),6,17501,1312168
2022,Bureaux,Bureaux – Services Publics - Banque,Salle de spectacles vivants - Salles de répétition,4,7211,643309
2022,Bureaux,Bureaux – Services Publics - Banque,Stationnement en infrastructure (Sous-sol en ventilation mécanique),47,635318,65755175
2022,Bureaux,Bureaux – Services Publics - Banque,Stationnement en superstructure (Silo en ventilation naturelle),8,62310,4205819
2022,Bureaux,Bureaux – Services Publics - Banque,Vente et services véhicules légers - Atelier de mécanique,4,12365,3581306
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché (Valeur par défaut),2545,5081139,1686088343
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Administration et bureaux,3,9721,3008209
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Réserve et Drive Froid positif,3,5336,3056421
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Réserve et Drive température ambiante,36,81010,21459746
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),"Grand supermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",205,538552,187473637
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif,27,65962,24938936
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Zone de vente primeur,4,8973,2846989
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché (Valeur par défaut),1616,14991658,4033438986
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Réserve et Drive température ambiante,82,936025,190709880
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Station service,3,66416,8705290
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),"Hypermarché - Zone de vente - Textile, bazar, maison et bricolage",3,13513,3177522
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),"Hypermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",104,827661,236269801
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif,9,87880,24067368
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Zone de vente primeur,3,14599,4420774
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Stationnement en infrastructure (Sous-sol en ventilation mécanique),4,41981,7402371
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché (Valeur par défaut),451,519850,168742313
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Administration et bureaux,3,3484,616660
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Réserve et Drive température ambiante,7,8516,2689940
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Station service,8,10650,3154818
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),"Petit supermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",75,84454,29095185
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif,15,12252,3865362
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Zone de vente primeur,11,11194,3084421
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette (Valeur par défaut),47,13617,5049990
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette - Administration et bureaux,3,868,119059
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette - Réserve et Drive Froid positif,28,4290,1378272
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette - Zone de vente froid positif et négatif,68,26123,14877814
2022,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette - Zone de vente hors froid,12,5580,1316817
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire (Valeur par défaut),304,52313,17564830
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Administration et bureaux,24,9581,697930
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Réserve froid ambiante,3,793,115052
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Réserve froid positif,5,2595,877246
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Boucherie, Charcuterie - Zone vente",26,6513,2004366
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Boulangerie, Pâtisserie - Zone vente",250,77072,61991711
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Chocolatier, Confiseur - Zone vente",80,14151,2283987
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Epicerie, Caviste - Zone vente",103,30075,3314736
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Fromagerie, Crèmerie - Zone vente",3,268,166659
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Primeurs - Zone vente,14,5777,1702258
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Surgelés - Zone vente,183,65027,29396837
2022,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Traiteur - Zone vente,6,648,403692
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Administration et bureaux,3,11729,651709
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Equipement automobile et moto (Valeur par défaut),226,406930,30389272
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone ateliers - Equipement automobile et moto,38,313230,83489758
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone de réserve - Equipement automobile et moto,14,40277,2961120
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone de vente - Equipement automobile et moto,39,96858,10562395
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Equipement de la maison (Valeur par défaut),570,1448755,147444119
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de réserve Equipement de la maison - Température ambiante,31,169876,12502542
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,"GSS - Zone de vente - Ameublement, Cuisines et Salles de bains, Art de la table",246,1089045,86500150
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Electroménager,206,904692,64007328
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Jardinerie,60,207867,19561885
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Luminaires,11,14482,825342
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,Logistique température ambiante,3,19218,645053
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Administration et bureaux,3,21100,1606604
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Equipement de la personne et Loisirs (Valeur par défaut),487,1004057,97981990
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Zone de réserve Equipement de la personne et loisirs - Température ambiante,7,13575,1449740
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,"GSS - Zone de vente - Culture, Média et Loisirs (Librairie, téléphonie, produits culturels et technologiques, jeux et loisirs)",200,469739,41683901
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,"GSS - Zone de vente - Equipement de la personne (Vêtements , Lingerie, Linge de maison, Chaussures, Maroquinerie et bagages)",129,210675,21821185
2022,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Zone de vente - Sports et Outdoor,148,337653,36218472
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB (Valeur par défaut),891,3776589,311727494
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Administration et bureaux,13,30223,1329001
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Atelier clients,5,15362,836041
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Cours matériaux couverte (espace d'exposition éclairé et non chauffé),91,281334,11217388
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Cours matériaux non couverte (extérieur - appoint éclairage),85,728627,28483503
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Réserve température ambiante,213,639957,24764831
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone de vente non électro-intensif,562,3636136,236628450
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone de vente électro-intensif (présentation luminaires),24,132860,8371190
2022,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone découpe matériau,3,13383,309089
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Ameublement - Zone vente,737,793536,63004243
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Animalerie - Zone vente,244,167732,13455871
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Art de la table - Zone vente,18,6492,615324
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Bricolage, Décoration - Zone vente",250,197463,18656444
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Cuisine, Salles de bains - Zone vente",66,41913,3300671
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Electroménager, Vidéo et HIFI - Zone vente",82,52963,4419893
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Equipement de la maison (Valeur par défaut),687,437396,35422179
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Equipement de la maison - Administration et bureaux,40,25482,1928789
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Equipement de la maison - Réserve d'approche,143,275414,17451249
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Fleuriste - Zone vente,34,6694,1020123
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Jardinerie - Zone vente,63,84653,8330835
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Luminaire - Zone vente,4,2360,185826
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Service et Réparation de produits et équipements - Accueil public et process,24,16181,728179
2022,Commerce autre,Commerces et services de détail - Equipement de la maison,Logistique température ambiante,7,13518,914646
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Accessoire de mode (Bijouterie, …) - Zone de vente",457,62351,14108848
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Bien être (Sauna -Hammam) - Zone Public,11,13154,1320255
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Culture, Média et Loisirs (Libraire, produits culturels, jeux et loisirs...) - Zone de vente",150,54685,7815921
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Equipement de la personne (Vêtements, lingeries, linges de maison, chaussures, maroquinerie et bagages...) - Zone de vente",2807,1485561,161037470
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Equipement de la personne et Loisirs (Valeur par défaut),3396,1501134,196067335
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Equipement de la personne et Loisirs - Administration et bureaux,101,165455,27059778
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Equipement de la personne et Loisirs - Réserve d'approche,33,11962,1222861
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Numérique et téléphonie - Zone vente,473,68853,15213224
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Santé Optique - Zone vente,444,73665,11321285
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Santé, Soins (Pharmacie, Parapharmacie) - Zone vente",198,73011,8187747
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Service Conseil (Agences de voyages…) - Zone vente,39,6484,616191
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Service Laverie automatique - Zone public,3,188,140263
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Service Pressing - Accueil public et process,36,2844,1450109
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Services Equipements de la personne (Cordonnerie, Couturier,…) - Accueil public et process",26,3190,555827
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Soins & Beauté (Beauté & bien être) - Zone soins,130,30782,5643382
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Soins & Beauté (Parfumerie, cosmétique…) - Zone vente",280,42106,7937544
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,"Commerce et service de détail - Soins de la personne (Coiffeur, Salon d'esthétique, Massage) - Zone vente",526,49577,10192595
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Commerce et service de détail - Sports et Outdoor - Zone vente,225,284516,29389014
2022,Commerce autre,Commerces et services de détail - Equipement de la personne et loisirs,Stationnement en infrastructure (Sous-sol en ventilation mécanique),3,30301,1342965
2022,Commerce de gros,Commerce de gros,Commerce de gros (Valeur par défaut),1183,2814856,369989563
2022,Commerce de gros,Commerce de gros,Commerce de gros - Administration et bureaux,188,330300,27719105
2022,Commerce de gros,Commerce de gros,Commerce de gros - Autres produits alimentaires - Zone en température dirigée,25,62640,18604228
2022,Commerce de gros,Commerce de gros,Commerce de gros - Fleurs et végétaux - Zone en température dirigée,16,48120,6037593
2022,Commerce de gros,Commerce de gros,Commerce de gros - Primeurs - Zone en température dirigée,30,70143,11102220
2022,Commerce de gros,Commerce de gros,Commerce de gros - Produits de la mer - Zone en température dirigée,8,11945,2461288
2022,Commerce de gros,Commerce de gros,Commerce de gros - Produits non périssables - Zone en température ambiante,549,1523914,83850852
2022,Commerce de gros,Commerce de gros,Commerce de gros - Volailler et gibiers - Zone en température dirigée,5,7419,776801
2022,Commerce de gros,Commerce de gros,Commerce de gros - Zone de présentation en température ambiante,108,359950,27059605
2022,Commerce de gros,Commerce de gros,Logistique température ambiante,5,13035,1170706
2022,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque (Valeur par défaut),414,937780,105634047
2022,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque - Administration et bureaux,37,90795,8975211
2022,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque - Salle de lecture,159,346092,40012602
2022,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque - Zone de conservation des archives avec traitement climatique,24,171637,17654021
2022,Culture,Culture et spectacles - Bibliothèque et médiathèque,Bibliothèque et médiathèque - Zone de conservation des archives sans traitement climatique,9,31764,2995255
2022,Culture,Culture et spectacles - Cinéma,Cinéma (Valeur par défaut),129,459069,70001614
2022,Culture,Culture et spectacles - Cinéma,Cinéma - Salle de cinéma,75,324356,58632702
2022,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes (Valeur par défaut),13,30647,4832996
2022,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Administration et bureaux,9,16277,4828876
2022,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Aquarium,3,18031,6591705
2022,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Parc zoologique (Enclos fermés et couverts d'hébergement des animaux),4,10805,2459749
2022,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Serres,9,41389,5670198
2022,Culture,Culture et spectacles - Espèces vivantes,Espèces vivantes - Zone de soins vétérinaires,4,2137,148501
2022,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique (Valeur par défaut),135,534753,74232567
2022,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique - Administration et bureaux,11,57213,6673370
2022,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique - Salle d'exposition ouverte au public,96,470451,75461349
2022,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique - Zone de conservation des collections avec traitement climatique,10,27051,3553851
2022,Culture,Culture et spectacles - Musée en bâtiment historique classé ou inscrit,Musée en bâtiment historique - Zone de conservation des collections sans traitement climatique,3,5133,285546
2022,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale (Valeur par défaut),75,229712,30893367
2022,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale - Administration et bureaux,8,35551,7891852
2022,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale - Salle d'exposition ouverte au public,67,218502,34404259
2022,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale - Zone de conservation des collections avec traitement climatique,13,51223,9276874
2022,Culture,Culture et spectacles - Musée en bâtiment sans protection patrimoniale,Musée en bâtiment sans protection patrimoniale - Zone de conservation des collections sans traitement climatique,11,27546,2325328
2022,Culture,Culture et spectacles - Salle d'exposition & Galerie d'art,Salle d'exposition & Galerie d'art (Valeur par défaut),81,137332,14803924
2022,Culture,Culture et spectacles - Salle d'exposition & Galerie d'art,Salle d'exposition & Galerie d'art - Administration et bureaux,14,54763,6244077
2022,Culture,Culture et spectacles - Salle d'exposition & Galerie d'art,Salle d'exposition & Galerie d'art - Salle d'animation audiovisuelle,4,5397,362890
2022,Culture,Culture et spectacles - Salle d'exposition & Galerie d'art,Salle d'exposition & Galerie d'art - Salle d'exposition ouverte au public,65,162853,14103783
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Bibliothèque et médiathèque - Salle de lecture,5,20523,1938682
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Bureaux - Bureaux standards,6,15099,1806418
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Local vacant,4,17425,1609629
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Salle d'exposition & Galerie d'art - Salle d'exposition ouverte au public,3,4405,555372
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants (Valeur par défaut),586,1468777,170313067
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Administration et bureaux,52,186011,27574566
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Ateliers Décors,7,11575,1124151
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Hall d'accueil,19,60318,7490628
2022,Culture,Culture et spectacles - Salle de spectacles vivants,"Salle de spectacles vivants - Régie (éclairage scénique, salle et vidéo)",5,25930,1020943
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Salle de spectacle (Partie publics),394,923023,106814022
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Salles de répétition,120,185193,20371323
2022,Culture,Culture et spectacles - Salle de spectacles vivants,Salle de spectacles vivants - Scène (comprenant l'espace fosse d'orchestre pour les opéras),11,45472,4039785
2022,Enseignement,Enseignement - Formation continue pour adultes,Bureaux - Bureaux standards,3,9504,914464
2022,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes (Valeur par défaut),230,560117,60140176
2022,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes - Administration et bureaux,83,205681,23206418
2022,Enseignement,Enseignement - Formation continue pour adultes,"Formation continue pour adultes - Amphithéâtre, Auditorium, Salles de conférences",3,5177,652446
2022,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes - Ateliers et Halles techniques avec Process - Avec Process,132,420637,41751945
2022,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes - Salles de formation et d'enseignement banalisé - Avec Process,187,1411869,196806260
2022,Enseignement,Enseignement - Formation continue pour adultes,Formation continue pour adultes - Salles de formation et d'enseignement banalisé - Sans Process,191,434604,48917964
2022,Enseignement,Enseignement Primaire,Accueil petite enfance - Crèche,3,4533,532136
2022,Enseignement,Enseignement Primaire,Bureaux - Bureaux standards,10,52671,5649692
2022,Enseignement,Enseignement Primaire,Enseignement Primaire (Valeur par défaut),2555,5814907,570068944
2022,Enseignement,Enseignement Primaire,Enseignement Primaire - Administration et bureaux,351,772631,83680046
2022,Enseignement,Enseignement Primaire,Enseignement Primaire - Internat primaire,5,10756,1583035
2022,Enseignement,Enseignement Primaire,Enseignement Primaire - Salles d'enseignement Elémentaire,2447,5738454,584258720
2022,Enseignement,Enseignement Primaire,Enseignement Primaire - Salles d'enseignement Maternelle,1260,2053292,218164639
2022,Enseignement,Enseignement Primaire,Enseignement Primaire - Salles multi activité et Périscolaire,382,591346,60908174
2022,Enseignement,Enseignement Primaire,Enseignement Secondaire - Collège - Salles d'enseignements généraux,6,23958,2655520
2022,Enseignement,Enseignement Primaire,Logistique température ambiante,3,4555,602063
2022,Enseignement,Enseignement Primaire,Restauration collective scolaire et universitaire,20,40253,5092891
2022,Enseignement,Enseignement Primaire,Salle de spectacles vivants - Salle de spectacle (Partie publics),6,10289,1448329
2022,Enseignement,Enseignement Primaire,"Sports - Gymnase (applicable à : Cesta punta, Salle d'escalade, Squash ou Tennis couvert…)",14,70768,7403723
2022,Enseignement,Enseignement Primaire,"Sports - Salle de sport collectif (Basket ball, Hand ball, Volley ball, Futsal…)",8,57317,4790060
2022,Enseignement,Enseignement Primaire,Sports - Salle de sport de cours collectifs,4,15240,1918113
2022,Enseignement,Enseignement Secondaire,Enseignement Primaire - Salles d'enseignement Elémentaire,8,22149,1951714
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire (Valeur par défaut),1516,9194624,868756831
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Administration et bureaux,67,468751,48309858
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Collège - Salles d'enseignements généraux,1389,8297426,788622011
