annee_consommation,zone_climatique,code_region,code_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie
2020,H1c,84,42,LA GRAND CROIX,10,23551,2968751,Electricite
2020,H1c,84,42,LA GRAND CROIX,10,23551,2968751,Gaz
2020,H1c,84,42,LA PACAUDIERE,6,11334,2173442,Electricite
2020,H1c,84,42,LA PACAUDIERE,6,11334,2173442,Gaz
2020,H1c,84,42,LA PACAUDIERE,6,11334,2173442,Non spécifié
2020,H1c,84,42,LA RICAMARIE,8,41548,5696559,Electricite
2020,H1c,84,42,LA RICAMARIE,8,41548,5696559,Gaz
2020,H1c,84,42,LA TALAUDIERE,32,67099,9032751,Electricite
2020,H1c,84,42,LA TALAUDIERE,32,67099,9032751,Gaz
2020,H1c,84,42,LA TOURETTE,3,12425,238574,Electricite
2020,H1c,84,42,LE CHAMBON FEUGEROLLES,16,57915,6950038,Electricite
2020,H1c,84,42,LE CHAMBON FEUGEROLLES,16,57915,6950038,Gaz
2020,H1c,84,42,LE COTEAU,30,112055,9694082,Electricite
2020,H1c,84,42,LE COTEAU,30,112055,9694082,Gaz
2020,H1c,84,42,LENTIGNY,3,3650,1065332,Gaz
2020,H1c,84,42,LORETTE,3,15562,1070639,Electricite
2020,H1c,84,42,LORETTE,3,15562,1070639,Gaz
2020,H1c,84,42,MABLY,20,64040,12260050,Electricite
2020,H1c,84,42,MABLY,20,64040,12260050,Gaz
2020,H1c,84,42,MARLHES,3,9090,1369710,Electricite
2020,H1c,84,42,MARLHES,3,9090,1369710,Non spécifié
2020,H1c,84,42,MONTBRISON,48,185520,26439332,Bois
2020,H1c,84,42,MONTBRISON,48,185520,26439332,Electricite
2020,H1c,84,42,MONTBRISON,48,185520,26439332,Gaz
2020,H1c,84,42,MONTROND LES BAINS,18,40489,7440905,Electricite
2020,H1c,84,42,MONTROND LES BAINS,18,40489,7440905,Gaz
2020,H1c,84,42,MONTROND LES BAINS,18,40489,7440905,Reseau de chaleur
2020,H1c,84,42,NOIRETABLE,7,19018,2463510,Electricite
2020,H1c,84,42,NOIRETABLE,7,19018,2463510,Gaz
2020,H1c,84,42,PANISSIERES,3,12896,864759,Electricite
2020,H1c,84,42,PELUSSIN,8,16572,2045448,Electricite
2020,H1c,84,42,PELUSSIN,8,16572,2045448,Gaz
2020,H1c,84,42,PELUSSIN,8,16572,2045448,Reseau de chaleur
2020,H1c,84,42,PERREUX,6,53857,5708653,Electricite
2020,H1c,84,42,PERREUX,6,53857,5708653,Gaz
2020,H1c,84,42,RENAISON,4,35463,2366749,Electricite
2020,H1c,84,42,RIORGES,30,72490,17203010,Electricite
2020,H1c,84,42,RIORGES,30,72490,17203010,Gaz
2020,H1c,84,42,RIVE DE GIER,35,100487,13457852,Electricite
2020,H1c,84,42,RIVE DE GIER,35,100487,13457852,Gaz
2020,H1c,84,42,ROCHE LA MOLIERE,4,15677,2509771,Electricite
2020,H1c,84,42,SAINT BONNET LE CHATEAU,4,10349,1374195,Electricite
2020,H1c,84,42,SAINT BONNET LE CHATEAU,4,10349,1374195,Non spécifié
2020,H1c,84,42,SAINT CHAMOND,40,176416,25390290,Electricite
2020,H1c,84,42,SAINT CHAMOND,40,176416,25390290,Gaz
2020,H1c,84,42,SAINT CHAMOND,40,176416,25390290,Reseau de chaleur
2020,H1c,84,42,SAINT GALMIER,6,20484,5121671,Electricite
2020,H1c,84,42,SAINT GALMIER,6,20484,5121671,Gaz
2020,H1c,84,42,SAINT GENEST MALIFAUX,10,11293,1185844,Electricite
2020,H1c,84,42,SAINT GENEST MALIFAUX,10,11293,1185844,Fioul
2020,H1c,84,42,SAINT HAON LE CHATEL,6,1242,125143,Electricite
2020,H1c,84,42,SAINT HAON LE CHATEL,6,1242,125143,Gaz
2020,H1c,84,42,SAINT HAON LE CHATEL,6,1242,125143,Reseau de chaleur
2020,H1c,84,42,SAINT HEAND,3,15358,2980460,Electricite
2020,H1c,84,42,SAINT JEAN BONNEFONDS,15,26496,4984467,Electricite
2020,H1c,84,42,SAINT JEAN BONNEFONDS,15,26496,4984467,Gaz
2020,H1c,84,42,SAINT JUST EN CHEVALET,4,10703,722620,Electricite
2020,H1c,84,42,SAINT JUST EN CHEVALET,4,10703,722620,Non spécifié
2020,H1c,84,42,SAINT JUST SAINT RAMBERT,34,97404,14483604,Electricite
2020,H1c,84,42,SAINT JUST SAINT RAMBERT,34,97404,14483604,Gaz
2020,H1c,84,42,SAINT JUST SAINT RAMBERT,34,97404,14483604,Non spécifié
2020,H1c,84,42,SAINT NIZIER SOUS CHARLIEU,7,19768,4176535,Electricite
2020,H1c,84,42,SAINT NIZIER SOUS CHARLIEU,7,19768,4176535,Gaz
2020,H1c,84,42,SAINT PIERRE DE BOEUF,3,2248,197145,Electricite
2020,H1c,84,42,SAINT ROMAIN LA MOTTE,5,2722,302021,Electricite
2020,H1c,84,42,SAINT ROMAIN LA MOTTE,5,2722,302021,Reseau de chaleur
2020,H1c,84,42,SAINT ROMAIN LE PUY,7,16665,1691740,Electricite
2020,H1c,84,42,SAINT ROMAIN LE PUY,7,16665,1691740,Gaz
2020,H1c,84,42,SAINT SYMPHORIEN DE LAY,3,7266,1371377,Electricite
2020,H1c,84,42,SAINT SYMPHORIEN DE LAY,3,7266,1371377,Gaz
2020,H1c,84,42,SAVIGNEUX,10,41797,6004424,Electricite
2020,H1c,84,42,SAVIGNEUX,10,41797,6004424,Gaz
2020,H1c,84,42,SORBIERS,7,33757,3933798,Electricite
2020,H1c,84,42,SORBIERS,7,33757,3933798,Gaz
2020,H1c,84,42,SURY LE COMTAL,6,14933,2854495,Electricite
2020,H1c,84,42,SURY LE COMTAL,6,14933,2854495,Gaz
2020,H1c,84,42,UNIEUX,3,10177,1157770,Non spécifié
2020,H1c,84,42,VEAUCHE,13,45452,3419664,Electricite
2020,H1c,84,42,VEAUCHE,13,45452,3419664,Gaz
2020,H1c,84,42,VILLARS,26,61204,11127237,Electricite
2020,H1c,84,42,VILLARS,26,61204,11127237,Gaz
2020,H1c,84,42,VILLEREST,3,7687,1547630,Electricite
2020,H1c,84,43,AUREC SUR LOIRE,13,25520,3227454,Electricite
2020,H1c,84,43,AUREC SUR LOIRE,13,25520,3227454,Gaz
2020,H1c,84,43,BLAVOZY,4,10213,1461598,Electricite
2020,H1c,84,43,BLAVOZY,4,10213,1461598,Gaz
2020,H1c,84,43,BRIOUDE,33,79299,10703550,Electricite
2020,H1c,84,43,BRIOUDE,33,79299,10703550,Gaz
2020,H1c,84,43,BRIVES CHARENSAC,31,94316,12025497,Electricite
2020,H1c,84,43,BRIVES CHARENSAC,31,94316,12025497,Fioul
2020,H1c,84,43,BRIVES CHARENSAC,31,94316,12025497,Gaz
2020,H1c,84,43,COHADE,3,7117,1206010,Non spécifié
2020,H1c,84,43,CRAPONNE SUR ARZON,13,27371,2892710,Electricite
2020,H1c,84,43,CRAPONNE SUR ARZON,13,27371,2892710,Fioul
2020,H1c,84,43,CRAPONNE SUR ARZON,13,27371,2892710,Gaz
2020,H1c,84,43,ESPALY SAINT MARCEL,5,26979,3767323,Electricite
2020,H1c,84,43,ESPALY SAINT MARCEL,5,26979,3767323,Gaz
2020,H1c,84,43,LANGEAC,9,16854,2732759,Electricite
2020,H1c,84,43,LANGEAC,9,16854,2732759,Gaz
2020,H1c,84,43,LE CHAMBON SUR LIGNON,5,14181,2077986,Electricite
2020,H1c,84,43,LE MONASTIER SUR GAZEILLE,4,11020,2155442,Electricite
2020,H1c,84,43,LE MONASTIER SUR GAZEILLE,4,11020,2155442,Fioul
2020,H1c,84,43,LE PUY EN VELAY,74,296467,35803461,Electricite
2020,H1c,84,43,LE PUY EN VELAY,74,296467,35803461,Gaz
2020,H1c,84,43,LE PUY EN VELAY,74,296467,35803461,Reseau de chaleur
2020,H1c,84,43,MONISTROL SUR LOIRE,24,84217,10337656,Electricite
2020,H1c,84,43,MONISTROL SUR LOIRE,24,84217,10337656,Gaz
2020,H1c,84,43,SAINT GERMAIN LAPRADE,15,40791,7494694,Electricite
2020,H1c,84,43,SAINT GERMAIN LAPRADE,15,40791,7494694,Gaz
2020,H1c,84,43,SAINT JULIEN CHAPTEUIL,4,10605,1642100,Electricite
2020,H1c,84,43,SAINT JULIEN CHAPTEUIL,4,10605,1642100,Gaz
2020,H1c,84,43,SAINT JUST MALMONT,3,8404,1337167,Electricite
2020,H1c,84,43,SAINT JUST MALMONT,3,8404,1337167,Gaz
2020,H1c,84,43,SAINT PAL DE MONS,3,6234,880201,Electricite
2020,H1c,84,43,SAINT PAULIEN,7,14169,3570762,Electricite
2020,H1c,84,43,SAINT PAULIEN,7,14169,3570762,Gaz
2020,H1c,84,43,SAINT PIERRE EYNAC,3,1168,112235,Bois
2020,H1c,84,43,SAINT PIERRE EYNAC,3,1168,112235,Electricite
2020,H1c,84,43,SAINTE FLORINE,3,8593,1287423,Electricite
2020,H1c,84,43,SAINTE FLORINE,3,8593,1287423,Gaz
2020,H1c,84,43,SAINTE SIGOLENE,6,18493,2602318,Electricite
2020,H1c,84,43,SAINTE SIGOLENE,6,18493,2602318,Gaz
2020,H1c,84,43,SAUGUES,4,9500,1056051,Electricite
2020,H1c,84,43,SAUGUES,4,9500,1056051,Fioul
2020,H1c,84,43,TENCE,7,10126,1309379,Electricite
2020,H1c,84,43,VALS PRES LE PUY,16,27266,6889200,Electricite
2020,H1c,84,43,VALS PRES LE PUY,16,27266,6889200,Gaz
2020,H1c,84,43,YSSINGEAUX,18,59068,7209030,Electricite
2020,H1c,84,43,YSSINGEAUX,18,59068,7209030,Gaz
2020,H1c,84,43,YSSINGEAUX,18,59068,7209030,Reseau de chaleur
2020,H1c,84,63,AIGUEPERSE,11,45568,7456948,Electricite
2020,H1c,84,63,AIGUEPERSE,11,45568,7456948,Gaz
2020,H1c,84,63,AMBERT,14,52940,9719282,Electricite
2020,H1c,84,63,AMBERT,14,52940,9719282,Gaz
2020,H1c,84,63,AMBERT,14,52940,9719282,Non spécifié
2020,H1c,84,63,ARLANC,6,8393,1372838,Electricite
2020,H1c,84,63,ARLANC,6,8393,1372838,Fioul
2020,H1c,84,63,AUBIERE,79,202183,27173658,Electricite
2020,H1c,84,63,AUBIERE,79,202183,27173658,Gaz
2020,H1c,84,63,AULNAT,13,58325,6602470,Electricite
2020,H1c,84,63,AULNAT,13,58325,6602470,Gaz
2020,H1c,84,63,AULNAT,13,58325,6602470,Non spécifié
2020,H1c,84,63,AYDAT,4,4122,1036145,Electricite
2020,H1c,84,63,AYDAT,4,4122,1036145,Non spécifié
2020,H1c,84,63,BEAUMONT,27,92488,18766735,Electricite
2020,H1c,84,63,BEAUMONT,27,92488,18766735,Gaz
2020,H1c,84,63,BEAUREGARD VENDON,6,2406,255770,Electricite
2020,H1c,84,63,BEAUREGARD VENDON,6,2406,255770,Gaz
2020,H1c,84,63,BESSE ET SAINT ANASTAISE,6,23269,3771126,Electricite
2020,H1c,84,63,BESSE ET SAINT ANASTAISE,6,23269,3771126,Fioul
2020,H1c,84,63,BILLOM,6,37888,5555631,Electricite
2020,H1c,84,63,BILLOM,6,37888,5555631,Gaz
2020,H1c,84,63,BRASSAC LES MINES,4,15468,2894207,Electricite
2020,H1c,84,63,CEBAZAT,17,148257,26846426,Electricite
2020,H1c,84,63,CEBAZAT,17,148257,26846426,Fioul
2020,H1c,84,63,CEBAZAT,17,148257,26846426,Gaz
2020,H1c,84,63,CEYRAT,15,38870,5278342,Electricite
2020,H1c,84,63,CEYRAT,15,38870,5278342,Gaz
2020,H1c,84,63,CHAMALIERES,21,94334,17308323,Electricite
2020,H1c,84,63,CHAMALIERES,21,94334,17308323,Gaz
2020,H1c,84,63,CHATEAUGAY,6,4700,595176,Electricite
2020,H1c,84,63,CHATEAUGAY,6,4700,595176,Gaz
2020,H1c,84,63,CHATEL GUYON,4,15271,2448925,Electricite
2020,H1c,84,63,CHATEL GUYON,4,15271,2448925,Gaz
2020,H1c,84,63,COMBRONDE,3,12724,1101316,Electricite
2020,H1c,84,63,COURPIERE,5,12548,2392889,Electricite
2020,H1c,84,63,DURTOL,5,28252,5501348,Electricite
2020,H1c,84,63,DURTOL,5,28252,5501348,Gaz
2020,H1c,84,63,GERZAT,33,108787,21998998,Electricite
2020,H1c,84,63,GERZAT,33,108787,21998998,Gaz
2020,H1c,84,63,ISSOIRE,33,86929,11460739,Electricite
2020,H1c,84,63,ISSOIRE,33,86929,11460739,Gaz
2020,H1c,84,63,JOB,4,5176,946053,Electricite
2020,H1c,84,63,JOB,4,5176,946053,Gaz
2020,H1c,84,63,LA BOURBOULE,5,8187,1657133,Electricite
2020,H1c,84,63,LA ROCHE BLANCHE,10,32557,2643051,Electricite
2020,H1c,84,63,LA ROCHE BLANCHE,10,32557,2643051,Gaz
2020,H1c,84,63,LE CENDRE,4,7005,1329183,Electricite
2020,H1c,84,63,LEMPDES,48,144015,21219505,Electricite
2020,H1c,84,63,LEMPDES,48,144015,21219505,Gaz
2020,H1c,84,63,LES MARTRES DE VEYRE,3,13484,1952681,Electricite
2020,H1c,84,63,LEZOUX,6,19060,3243608,Electricite
2020,H1c,84,63,LEZOUX,6,19060,3243608,Gaz
2020,H1c,84,63,MALAUZAT,5,4997,1058078,Electricite
2020,H1c,84,63,MALAUZAT,5,4997,1058078,Gaz
2020,H1c,84,63,MANZAT,4,6731,709560,Electricite
2020,H1c,84,63,MANZAT,4,6731,709560,Non spécifié
2020,H1c,84,63,MENETROL,11,23250,6026417,Electricite
2020,H1c,84,63,MONT DORE,4,22950,3542579,Electricite
2020,H1c,84,63,MOZAC,9,10854,1401686,Electricite
2020,H1c,84,63,MUR SUR ALLIER,4,5210,488634,Electricite
2020,H1c,84,63,MUR SUR ALLIER,4,5210,488634,Gaz
2020,H1c,84,63,ORCET,4,4845,601892,Electricite
2020,H1c,84,63,ORCET,4,4845,601892,Gaz
2020,H1c,84,63,ORCINES,5,7018,1166736,Electricite
2020,H1c,84,63,ORCINES,5,7018,1166736,Gaz
2020,H1c,84,63,PERIGNAT SUR ALLIER,3,5404,960920,Electricite
2020,H1c,84,63,PESCHADOIRES,3,3704,345419,Electricite
2020,H1c,84,63,PIONSAT,7,7347,1078839,Electricite
2020,H1c,84,63,PIONSAT,7,7347,1078839,Fioul
2020,H1c,84,63,PONT DU CHATEAU,19,76021,6896244,Electricite
2020,H1c,84,63,PONT DU CHATEAU,19,76021,6896244,Gaz
2020,H1c,84,63,PUY GUILLAUME,3,6910,1798685,Non spécifié
2020,H1c,84,63,RIOM,39,228223,28558440,Electricite
2020,H1c,84,63,RIOM,39,228223,28558440,Fioul
2020,H1c,84,63,RIOM,39,228223,28558440,Gaz
2020,H1c,84,63,RIOM,39,228223,28558440,Reseau de chaleur
2020,H1c,84,63,ROMAGNAT,5,19373,2406526,Electricite
2020,H1c,84,63,ROMAGNAT,5,19373,2406526,Gaz
2020,H1c,84,63,ROYAT,4,47945,5939650,Electricite
2020,H1c,84,63,ROYAT,4,47945,5939650,Non spécifié
2020,H1c,84,63,SAINT AMANT TALLENDE,4,5571,809789,Electricite
2020,H1c,84,63,SAINT AMANT TALLENDE,4,5571,809789,Gaz
2020,H1c,84,63,SAINT BEAUZIRE,4,4095,1464587,Electricite
2020,H1c,84,63,SAINT ELOY LES MINES,19,35845,4866271,Electricite
2020,H1c,84,63,SAINT ELOY LES MINES,19,35845,4866271,Gaz
2020,H1c,84,63,SAINT GERMAIN LEMBRON,4,10753,1922005,Electricite
2020,H1c,84,63,SAINT JULIEN DE COPPEL,4,1308,240860,Electricite
2020,H1c,84,63,SAINT JULIEN DE COPPEL,4,1308,240860,Fioul
2020,H1c,84,63,TAUVES,3,1286,192672,Electricite
2020,H1c,84,63,TAUVES,3,1286,192672,Fioul
2020,H1c,84,63,THIERS,44,184162,22808122,Electricite
2020,H1c,84,63,THIERS,44,184162,22808122,Gaz
2020,H1c,84,63,VIC LE COMTE,3,10746,1646171,Electricite
2020,H1c,84,63,VOLVIC,15,53724,6786139,Electricite
2020,H1c,84,63,VOLVIC,15,53724,6786139,Gaz
2020,H1c,84,69,ALBIGNY SUR SAONE,3,4463,642876,Electricite
2020,H1c,84,69,AMPLEPUIS,12,34057,7469852,Electricite
2020,H1c,84,69,AMPLEPUIS,12,34057,7469852,Gaz
2020,H1c,84,69,AMPUIS,3,6499,969735,Electricite
2020,H1c,84,69,ANSE,14,35215,5578776,Electricite
2020,H1c,84,69,ANSE,14,35215,5578776,Gaz
2020,H1c,84,69,ARNAS,28,60484,8476896,Electricite
2020,H1c,84,69,ARNAS,28,60484,8476896,Gaz
2020,H1c,84,69,BEAUJEU,3,17052,2898002,Electricite
2020,H1c,84,69,BEAUJEU,3,17052,2898002,Gaz
2020,H1c,84,69,BELLEVILLE EN BEAUJOLAIS,28,128374,16280015,Electricite
2020,H1c,84,69,BELLEVILLE EN BEAUJOLAIS,28,128374,16280015,Gaz
2020,H1c,84,69,BRIGNAIS,46,115567,10595242,Electricite
2020,H1c,84,69,BRIGNAIS,46,115567,10595242,Gaz
2020,H1c,84,69,BRINDAS,4,5835,1020625,Electricite
2020,H1c,84,69,BRUSSIEU,3,9327,718761,Electricite
2020,H1c,84,69,BRUSSIEU,3,9327,718761,Non spécifié
2020,H1c,84,69,BULLY,3,9899,1686149,Electricite
2020,H1c,84,69,BULLY,3,9899,1686149,Gaz
2020,H1c,84,69,CAILLOUX SUR FONTAINES,4,3514,374490,Electricite
2020,H1c,84,69,CAILLOUX SUR FONTAINES,4,3514,374490,Gaz
2020,H1c,84,69,CALUIRE ET CUIRE,81,211093,33492211,Electricite
2020,H1c,84,69,CALUIRE ET CUIRE,81,211093,33492211,Fioul
2020,H1c,84,69,CALUIRE ET CUIRE,81,211093,33492211,Gaz
2020,H1c,84,69,CHAMPAGNE AU MONT D OR,56,69129,9323563,Electricite
2020,H1c,84,69,CHAMPAGNE AU MONT D OR,56,69129,9323563,Gaz
2020,H1c,84,69,CHAPONNAY,28,185910,18934380,Electricite
2020,H1c,84,69,CHAPONNAY,28,185910,18934380,Gaz
2020,H1c,84,69,CHAPONOST,15,36570,3627463,Electricite
2020,H1c,84,69,CHAPONOST,15,36570,3627463,Gaz
2020,H1c,84,69,CHARBONNIERES LES BAINS,29,37857,3885204,Electricite
2020,H1c,84,69,CHARBONNIERES LES BAINS,29,37857,3885204,Gaz
2020,H1c,84,69,CHARLY,9,15532,1479503,Electricite
2020,H1c,84,69,CHARLY,9,15532,1479503,Gaz
2020,H1c,84,69,CHASSIEU,44,87694,10558626,Electricite
2020,H1c,84,69,CHASSIEU,44,87694,10558626,Gaz
2020,H1c,84,69,CHAZAY D AZERGUES,6,11450,1645001,Electricite
2020,H1c,84,69,CHAZAY D AZERGUES,6,11450,1645001,Non spécifié
2020,H1c,84,69,CIVRIEUX D AZERGUES,4,36806,9084532,Gaz
2020,H1c,84,69,CIVRIEUX D AZERGUES,4,36806,9084532,Non spécifié
2020,H1c,84,69,COLLONGES AU MONT D OR,8,8114,1076048,Electricite
2020,H1c,84,69,COLLONGES AU MONT D OR,8,8114,1076048,Gaz
2020,H1c,84,69,COLOMBIER SAUGNIEU,22,125799,6115703,Electricite
2020,H1c,84,69,COLOMBIER SAUGNIEU,22,125799,6115703,Gaz
2020,H1c,84,69,COLOMBIER SAUGNIEU,22,125799,6115703,Non spécifié
2020,H1c,84,69,COMMUNAY,9,21790,4786327,Electricite
2020,H1c,84,69,COMMUNAY,9,21790,4786327,Gaz
2020,H1c,84,69,CONDRIEU,3,11244,3145948,Electricite
2020,H1c,84,69,COURS,7,41173,3037627,Electricite
2020,H1c,84,69,COURS,7,41173,3037627,Gaz
2020,H1c,84,69,COUZON AU MONT D OR,7,16291,2938012,Electricite
2020,H1c,84,69,COUZON AU MONT D OR,7,16291,2938012,Gaz
2020,H1c,84,69,CRAPONNE,19,61344,10134880,Electricite
2020,H1c,84,69,CRAPONNE,19,61344,10134880,Gaz
2020,H1c,84,69,DARDILLY,99,219161,26792876,Electricite
2020,H1c,84,69,DARDILLY,99,219161,26792876,Gaz
2020,H1c,84,69,DARDILLY,99,219161,26792876,Non spécifié
2020,H1c,84,69,DECINES CHARPIEU,69,198025,30176299,Electricite
2020,H1c,84,69,DECINES CHARPIEU,69,198025,30176299,Gaz
2020,H1c,84,69,DOMMARTIN,4,20037,3033836,Electricite
2020,H1c,84,69,DOMMARTIN,4,20037,3033836,Gaz
2020,H1c,84,69,FEYZIN,38,98555,16667192,Electricite
2020,H1c,84,69,FEYZIN,38,98555,16667192,Gaz
2020,H1c,84,69,FEYZIN,38,98555,16667192,Non spécifié
2020,H1c,84,69,FLEURIEUX SUR L ARBRESLE,4,5986,971730,Electricite
2020,H1c,84,69,FLEURIEUX SUR L ARBRESLE,4,5986,971730,Gaz
2020,H1c,84,69,FRANCHEVILLE,48,98265,15730750,Electricite
2020,H1c,84,69,FRANCHEVILLE,48,98265,15730750,Gaz
2020,H1c,84,69,GENAS,42,148303,10401897,Electricite
2020,H1c,84,69,GENAS,42,148303,10401897,Gaz
2020,H1c,84,69,GENAS,42,148303,10401897,Non spécifié
2020,H1c,84,69,GENAY,18,67933,6423352,Electricite
2020,H1c,84,69,GENAY,18,67933,6423352,Gaz
2020,H1c,84,69,GIVORS,68,184081,20082761,Electricite
2020,H1c,84,69,GIVORS,68,184081,20082761,Gaz
2020,H1c,84,69,GIVORS,68,184081,20082761,Reseau de chaleur
2020,H1c,84,69,GLEIZE,14,117262,32166015,Electricite
2020,H1c,84,69,GLEIZE,14,117262,32166015,Gaz
2020,H1c,84,69,GREZIEU LA VARENNE,6,32679,4211036,Gaz
2020,H1c,84,69,GRIGNY,23,71167,11823343,Electricite
2020,H1c,84,69,GRIGNY,23,71167,11823343,Gaz
2020,H1c,84,69,IRIGNY,21,64896,10053483,Electricite
2020,H1c,84,69,IRIGNY,21,64896,10053483,Gaz
2020,H1c,84,69,JONAGE,24,95045,10984241,Electricite
2020,H1c,84,69,JONAGE,24,95045,10984241,Gaz
2020,H1c,84,69,L ARBRESLE,10,41547,5176208,Electricite
2020,H1c,84,69,L ARBRESLE,10,41547,5176208,Gaz
2020,H1c,84,69,LA MULATIERE,9,64556,15976876,Electricite
2020,H1c,84,69,LA MULATIERE,9,64556,15976876,Gaz
2020,H1c,84,69,LA TOUR DE SALVAGNY,15,26526,6105175,Electricite
2020,H1c,84,69,LA TOUR DE SALVAGNY,15,26526,6105175,Gaz
2020,H1c,84,69,LENTILLY,13,32100,3895965,Electricite
2020,H1c,84,69,LENTILLY,13,32100,3895965,Gaz
2020,H1c,84,69,LIMAS,38,61962,5488148,Electricite
2020,H1c,84,69,LIMAS,38,61962,5488148,Gaz
2020,H1c,84,69,LIMONEST,121,161636,22116304,Electricite
2020,H1c,84,69,LIMONEST,121,161636,22116304,Gaz
2020,H1c,84,69,LISSIEU,13,25089,2039414,Electricite
2020,H1c,84,69,LISSIEU,13,25089,2039414,Gaz
2020,H1c,84,69,LOIRE SUR RHONE,5,45713,2803640,Electricite
2020,H1c,84,69,LOIRE SUR RHONE,5,45713,2803640,Gaz
2020,H1c,84,69,LOZANNE,13,29343,4739313,Electricite
2020,H1c,84,69,LOZANNE,13,29343,4739313,Gaz
2020,H1c,84,69,LYON 01,59,232325,23002878,Electricite
2020,H1c,84,69,LYON 01,59,232325,23002878,Gaz
2020,H1c,84,69,MARCY L ETOILE,21,100396,18243215,Electricite
2020,H1c,84,69,MARCY L ETOILE,21,100396,18243215,Gaz
2020,H1c,84,69,MARENNES,4,14815,499872,Electricite
2020,H1c,84,69,MESSIMY,3,6328,1049420,Electricite
2020,H1c,84,69,MESSIMY,3,6328,1049420,Gaz
2020,H1c,84,69,MILLERY,5,6483,798364,Electricite
2020,H1c,84,69,MILLERY,5,6483,798364,Gaz
2020,H1c,84,69,MIONS,54,229876,21152675,Electricite
2020,H1c,84,69,MIONS,54,229876,21152675,Gaz
2020,H1c,84,69,MONTAGNY,11,31904,3017483,Electricite
2020,H1c,84,69,MONTANAY,6,20696,2193119,Electricite
2020,H1c,84,69,MONTANAY,6,20696,2193119,Gaz
2020,H1c,84,69,MORNANT,14,28843,3545751,Electricite
2020,H1c,84,69,MORNANT,14,28843,3545751,Gaz
2020,H1c,84,69,NEUVILLE SUR SAONE,21,72354,8111761,Electricite
2020,H1c,84,69,NEUVILLE SUR SAONE,21,72354,8111761,Gaz
2020,H1c,84,69,OULLINS,68,167490,21123599,Electricite
2020,H1c,84,69,OULLINS,68,167490,21123599,Fioul
2020,H1c,84,69,OULLINS,68,167490,21123599,Gaz
2020,H1c,84,69,POMEYS,4,8981,3112366,Electricite
2020,H1c,84,69,POMEYS,4,8981,3112366,Gaz
2020,H1c,84,69,POMMIERS,3,5095,330591,Electricite
2020,H1c,84,69,PUSIGNAN,24,115748,6129607,Electricite
2020,H1c,84,69,PUSIGNAN,24,115748,6129607,Gaz
2020,H1c,84,69,QUINCIEUX,10,38207,4202838,Electricite
2020,H1c,84,69,QUINCIEUX,10,38207,4202838,Gaz
2020,H1c,84,69,RILLIEUX LA PAPE,91,284103,28543339,Electricite
2020,H1c,84,69,RILLIEUX LA PAPE,91,284103,28543339,Fioul
2020,H1c,84,69,RILLIEUX LA PAPE,91,284103,28543339,Gaz
2020,H1c,84,69,RILLIEUX LA PAPE,91,284103,28543339,Reseau de chaleur
2020,H1c,84,69,ROCHETAILLEE SUR SAONE,4,9632,1389546,Electricite
2020,H1c,84,69,ROCHETAILLEE SUR SAONE,4,9632,1389546,Non spécifié
2020,H1c,84,69,SAINT BONNET DE MURE,31,87500,12008159,Electricite
2020,H1c,84,69,SAINT BONNET DE MURE,31,87500,12008159,Gaz
2020,H1c,84,69,SAINT CYR AU MONT D OR,23,66110,12485211,Electricite
2020,H1c,84,69,SAINT CYR AU MONT D OR,23,66110,12485211,Gaz
2020,H1c,84,69,SAINT DIDIER AU MONT D OR,37,63846,10396598,Electricite
2020,H1c,84,69,SAINT DIDIER AU MONT D OR,37,63846,10396598,Gaz
2020,H1c,84,69,SAINT FONS,28,106024,12712924,Electricite
2020,H1c,84,69,SAINT FONS,28,106024,12712924,Gaz
2020,H1c,84,69,SAINT GERMAIN AU MONT D OR,7,19231,1735285,Electricite
2020,H1c,84,69,SAINT GERMAIN AU MONT D OR,7,19231,1735285,Gaz
2020,H1c,84,69,SAINT LAURENT D AGNY,4,5174,491491,Electricite
2020,H1c,84,69,SAINT LAURENT D AGNY,4,5174,491491,Non spécifié
2020,H1c,84,69,SAINT LAURENT DE CHAMOUSSET,3,11407,1359740,Electricite
2020,H1c,84,69,SAINT LAURENT DE CHAMOUSSET,3,11407,1359740,Gaz
2020,H1c,84,69,SAINT LAURENT DE MURE,14,31763,1909672,Electricite
2020,H1c,84,69,SAINT LAURENT DE MURE,14,31763,1909672,Gaz
2020,H1c,84,69,SAINT MARTIN EN HAUT,8,16012,2422272,Electricite
2020,H1c,84,69,SAINT MARTIN EN HAUT,8,16012,2422272,Gaz
2020,H1c,84,69,SAINT PIERRE DE CHANDIEU,8,36586,7449196,Electricite
2020,H1c,84,69,SAINT PIERRE DE CHANDIEU,8,36586,7449196,Gaz
2020,H1c,84,69,SAINT ROMAIN EN GAL,6,44349,3319415,Electricite
2020,H1c,84,69,SAINT ROMAIN EN GAL,6,44349,3319415,Gaz
2020,H1c,84,69,SAINT SYMPHORIEN D OZON,10,21692,2741378,Electricite
2020,H1c,84,69,SAINT SYMPHORIEN D OZON,10,21692,2741378,Gaz
2020,H1c,84,69,SAINT SYMPHORIEN SUR COISE,6,27632,2784634,Electricite
2020,H1c,84,69,SAINT SYMPHORIEN SUR COISE,6,27632,2784634,Gaz
2020,H1c,84,69,SAINTE FOY LES LYON,21,66983,17922699,Electricite
