annee_consommation,zone_climatique,nom_region,nom_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie
2021,H2c,Nouvelle-Aquitaine,Dordogne,THONAC,3,2366,181781,Electricite
2021,H2c,Nouvelle-Aquitaine,Gironde,BEAUTIRAN,7,8712,1648559,Inconnu
2021,H2c,Nouvelle-Aquitaine,Gironde,GRAYAN ET L HOPITAL,18,1170,102482,Electricite
2021,H2c,Nouvelle-Aquitaine,Gironde,LES ARTIGUES DE LUSSAC,7,2781,35086,Electricite
2021,H2c,Nouvelle-Aquitaine,Gironde,LES BILLAUX,3,7175,346956,Electricite
2021,H2c,Nouvelle-Aquitaine,Gironde,SAINT BRICE,3,7800,536678,Electricite
2021,H2c,Nouvelle-Aquitaine,Gironde,SAINT CIERS SUR GIRONDE,3,10334,711916,Electricite
2021,H2c,Nouvelle-Aquitaine,Landes,MOLIETS ET MAA,3,7369,394698,Electricite
2021,H2c,Nouvelle-Aquitaine,Landes,PISSOS,3,2607,170496,Electricite
2021,H2c,Nouvelle-Aquitaine,Landes,SABRES,5,3285,328407,Electricite
2021,H2c,Nouvelle-Aquitaine,Lot-et-Garonne,FOULAYRONNES,3,7541,1870831,Inconnu
2021,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,LAHONCE,10,10382,719222,Electricite
2021,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,SAUVAGNON,4,8522,649198,Electricite
2021,H2c,Occitanie,Ariège,SAVERDUN,3,15664,1557038,Inconnu
2021,H2c,Occitanie,Ariège,VERNIOLLE,4,13738,1701062,Electricite
2021,H2c,Occitanie,Aveyron,VABRES L ABBAYE,3,4143,977857,Inconnu
2021,H2c,Occitanie,Haute-Garonne,AUZIELLE,5,2016,199297,Electricite
2021,H2c,Occitanie,Haute-Garonne,MANE,3,7134,1516889,Inconnu
2021,H2c,Occitanie,Haute-Garonne,MONTBRUN LAURAGAIS,5,1813,69520,Electricite
2021,H2c,Occitanie,Lot,CAPDENAC,4,6681,459483,Electricite
2021,H2c,Occitanie,Lot,LE MONTAT,5,11425,978549,Electricite
2021,H2c,Occitanie,Tarn,CAMBOUNET SUR LE SOR,3,4540,312490,Electricite
2021,H2c,Occitanie,Tarn,SOUAL,5,16206,2168721,Electricite
2021,H2d,Hauts-de-France,Aisne,SAINT QUENTIN,4,377,31904,Electricite
2021,H2d,Auvergne-Rhône-Alpes,Drôme,MIRABEL ET BLACONS,10,2664,192661,Electricite
2021,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,COURTHEZON,3,2708,140432,Electricite
2021,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,LE THOR,6,20854,505689,Electricite
2021,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,MORNAS,4,5419,1758199,Electricite
2021,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,SAINT SATURNIN LES AVIGNON,3,6457,913092,Inconnu
2021,H3,Île-de-France,Hauts-de-Seine,PUTEAUX,30,455753,7436357,Electricite
2021,H3,Hauts-de-France,Aisne,SAINT QUENTIN,14,1615,81534,Electricite
2021,H3,Hauts-de-France,Oise,BEAUVAIS,3,15230,1744808,Electricite
2021,H3,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,3,608,34798,Electricite
2021,H3,Bretagne,Ille-et-Vilaine,PACE,8,1389,202117,Electricite
2021,H3,Occitanie,Aude,SAINT MARCEL SUR AUDE,3,7701,1420455,Inconnu
2021,H3,Occitanie,Gard,AIMARGUES,8,35060,3770587,Electricite
2021,H3,Occitanie,Hérault,GRABELS,11,24200,22083177,Inconnu
2021,H3,Occitanie,Pyrénées-Orientales,SOREDE,6,3652,335743,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,CASTAGNIERS,8,6087,1113986,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,LA GAUDE,3,18103,2556233,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,LE ROURET,3,12041,2063721,Inconnu
2021,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,FONTVIEILLE,4,5860,116712,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,LANCON PROVENCE,6,10601,3429640,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,ROGNONAS,3,8674,2081045,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,SAINTES MARIES DE LA MER,4,5007,427357,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Var,FAYENCE,3,7352,2305933,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Var,LE LAVANDOU,8,19336,3177614,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Var,MONTAUROUX,3,3283,707525,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Var,RAYOL CANADEL SUR MER,4,5029,743643,Electricite
2021,H3,Provence-Alpes-Côte d'Azur,Var,ROCBARON,3,2398,371370,Electricite
2021,H3,Corse,Corse-du-Sud,AFA,4,22939,4871051,Electricite
2021,H3,Corse,Corse-du-Sud,PORTO VECCHIO,22,41053,6008144,Electricite
2021,H3,Corse,Haute-Corse,GHISONACCIA,4,12686,831295,Electricite
2021,H3,Corse,Haute-Corse,L ILE ROUSSE,7,10833,1252864,Electricite
2021,MAR,Guadeloupe,Guadeloupe,BAIE MAHAULT,3,567,68554,Electricite
2021,MAR,Martinique,Martinique,DUCOS,17,2072,411751,Electricite
2021,MAR,Martinique,Martinique,LE LAMENTIN,95,243399,31502941,Electricite
2021,MAR,Martinique,Martinique,LE MARIN,4,2294,362737,Electricite
2021,MAR,Martinique,Martinique,SCHOELCHER,13,42551,8210579,Electricite
2021,MAY,Mayotte,Mayotte,MAMOUDZOU,13,32203,2661442,Electricite
2021,REU,La Réunion,La Réunion,BRAS PANON,6,18690,1957673,Electricite
2021,REU,La Réunion,La Réunion,LA PLAINE DES PALMISTES,3,5509,955655,Electricite
2021,REU,La Réunion,La Réunion,LA POSSESSION,13,39145,5791738,Electricite
2021,REU,La Réunion,La Réunion,LES AVIRONS,5,12533,574131,Electricite
2021,REU,La Réunion,La Réunion,PETITE ILE,12,14585,1558790,Electricite
2021,REU,La Réunion,La Réunion,SAINT ANDRE,31,82016,3432846,Electricite
2021,REU,La Réunion,La Réunion,SAINT BENOIT,30,87965,9344659,Electricite
2021,REU,La Réunion,La Réunion,SAINT LEU,44,65052,9426752,Electricite
2022,GUA,Guadeloupe,Guadeloupe,BAIE MAHAULT,64,152734,17486243,Electricite
2022,GUA,Guadeloupe,Guadeloupe,BAILLIF,7,8545,1190572,Electricite
2022,GUA,Guadeloupe,Guadeloupe,BASSE TERRE,6,9528,425281,Electricite
2022,GUA,Guadeloupe,Guadeloupe,GOURBEYRE,4,10991,800965,Electricite
2022,GUA,Guadeloupe,Guadeloupe,LE GOSIER,3,264,54729,Electricite
2022,GUA,Guadeloupe,Guadeloupe,LE MOULE,3,360,35930,Electricite
2022,GUA,Guadeloupe,Guadeloupe,SAINT FRANCOIS,4,5871,298542,Electricite
2022,GUY,Guyane,Guyane,CAYENNE,22,60390,6477439,Electricite
2022,GUY,Guyane,Guyane,KOUROU,8,14326,2507279,Electricite
2022,GUY,Guyane,Guyane,MATOURY,3,306,82976,Electricite
2022,GUY,Guyane,Guyane,REMIRE MONTJOLY,10,14915,2609749,Electricite
2022,H1a,Île-de-France,Seine-et-Marne,COUILLY PONT AUX DAMES,4,8326,2100067,Electricite
2022,H1a,Île-de-France,Seine-et-Marne,SOUPPES SUR LOING,3,9158,2517138,Inconnu
2022,H1a,Île-de-France,Essonne,BIEVRES,7,5073,511843,Electricite
2022,H1a,Île-de-France,Essonne,GOMETZ LA VILLE,3,4533,1366443,Inconnu
2022,H1a,Île-de-France,Essonne,SAINT JEAN DE BEAUREGARD,4,651,127957,Electricite
2022,H1a,Île-de-France,Essonne,VERT LE GRAND,3,8627,3027794,Inconnu
2022,H1a,Île-de-France,Essonne,VILLIERS SUR ORGE,3,1136,39169,Electricite
2022,H1a,Île-de-France,Val-de-Marne,SANTENY,3,23599,5460083,Inconnu
2022,H1a,Île-de-France,Val-d'Oise,BONNEUIL EN FRANCE,5,65561,4164178,Electricite
2022,H1a,Île-de-France,Val-d'Oise,BRUYERES SUR OISE,3,126541,2114542,Inconnu
2022,H1a,Île-de-France,Val-d'Oise,SAINT PRIX,3,4819,2213847,Inconnu
2022,H1a,Île-de-France,Val-d'Oise,VEMARS,5,31852,1183673,Electricite
2022,H1a,Normandie,Calvados,TREVIERES,3,4033,313691,Inconnu
2022,H1a,Normandie,Eure,PONT DE L ARCHE,3,7132,756557,Inconnu
2022,H1a,Normandie,Eure,THIBERVILLE,3,2335,79899,Electricite
2022,H1a,Normandie,Seine-Maritime,PISSY POVILLE,5,6321,666394,Electricite
2022,H1a,Hauts-de-France,Aisne,ESSOMES SUR MARNE,6,6610,744515,Electricite
2022,H1a,Hauts-de-France,Aisne,SAINT ERME OUTRE ET RAMECOURT,4,12062,1455295,Inconnu
2022,H1a,Hauts-de-France,Nord,BOESCHEPE,3,3620,283227,Electricite
2022,H1a,Hauts-de-France,Nord,WAZIERS,5,22329,2386977,Electricite
2022,H1a,Hauts-de-France,Oise,AGNETZ,4,5701,389269,Electricite
2022,H1a,Hauts-de-France,Oise,LA CHAPELLE EN SERVAL,4,12896,3146087,Inconnu
2022,H1a,Hauts-de-France,Oise,LE PLESSIS BELLEVILLE,6,21893,3612276,Inconnu
2022,H1a,Hauts-de-France,Pas-de-Calais,FRESNES LES MONTAUBAN,13,4312,284748,Electricite
2022,H1a,Hauts-de-France,Pas-de-Calais,PERNES,3,9068,1059626,Inconnu
2022,H1a,Hauts-de-France,Somme,CHAULNES,7,42241,2964323,Inconnu
2022,H1a,Grand-Est,Marne,BETHENY,4,16741,733385,Electricite
2022,H1a,Bretagne,Ille-et-Vilaine,NOYAL SUR VILAINE,3,46525,8697023,Electricite
2022,H1a,Bretagne,Morbihan,CARENTOIR,3,17731,7635082,Electricite
2022,H1b,Centre-Val de Loire,Loiret,PITHIVIERS LE VIEIL,3,10470,1669817,Inconnu
2022,H1b,Bourgogne-Franche-Comté,Nièvre,CHATEAU CHINON VILLE,3,4527,1616815,Inconnu
2022,H1b,Bourgogne-Franche-Comté,Yonne,L ISLE SUR SEREIN,4,5481,784209,Inconnu
2022,H1b,Bourgogne-Franche-Comté,Yonne,SAINT GEORGES SUR BAULCHE,4,1564,541524,Inconnu
2022,H1b,Bourgogne-Franche-Comté,Yonne,VENOY,4,6023,2126146,Electricite
2022,H1b,Grand-Est,Meurthe-et-Moselle,CONFLANS EN JARNISY,4,3857,255070,Electricite
2022,H1b,Grand-Est,Meuse,ETAIN,3,6147,764056,Inconnu
2022,H1b,Grand-Est,Moselle,ARS LAQUENEXY,4,2417,134994,Electricite
2022,H1b,Grand-Est,Moselle,LE BAN SAINT MARTIN,4,1420,178805,Electricite
2022,H1b,Grand-Est,Moselle,OGY MONTOY FLANVILLE,3,8581,1801208,Inconnu
2022,H1b,Grand-Est,Bas-Rhin,ROPPENHEIM,21,6781,1219374,Electricite
2022,H1b,Grand-Est,Bas-Rhin,SOULTZ SOUS FORETS,3,9120,2562697,Inconnu
2022,H1b,Grand-Est,Haut-Rhin,HABSHEIM,3,5846,1029849,Inconnu
2022,H1b,Grand-Est,Vosges,DINOZE,3,6042,1300897,Inconnu
2022,H1b,Occitanie,Tarn,ALBI,3,7570,753224,Electricite
2022,H1c,Bourgogne-Franche-Comté,Côte-dOr,LOSNE,3,2383,468493,Inconnu
2022,H1c,Bourgogne-Franche-Comté,Doubs,GENEUILLE,3,7732,1165638,Inconnu
2022,H1c,Bourgogne-Franche-Comté,Doubs,VALDAHON,3,3373,540317,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Ain,NEYRON,5,2091,169253,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Cantal,ANDELAT,6,8275,582662,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Isère,ALLEVARD,3,5234,1005253,Inconnu
2022,H1c,Auvergne-Rhône-Alpes,Isère,BRESSON,3,8099,2350185,Inconnu
2022,H1c,Auvergne-Rhône-Alpes,Isère,DOMARIN,5,11051,1831428,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Isère,SAINT SAUVEUR,4,13987,2017137,Inconnu
2022,H1c,Auvergne-Rhône-Alpes,Loire,CHAVANAY,3,11138,2042165,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Haute-Loire,CRAPONNE SUR ARZON,7,10471,1392526,Inconnu
2022,H1c,Auvergne-Rhône-Alpes,Puy-de-Dôme,LA BOURBOULE,3,5670,1190200,Inconnu
2022,H1c,Auvergne-Rhône-Alpes,Rhône,SATHONAY VILLAGE,3,4864,229727,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Rhône,SAVIGNY,3,13773,909704,Inconnu
2022,H1c,Auvergne-Rhône-Alpes,Savoie,DULLIN,5,2706,175208,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Savoie,MERY,3,5910,349669,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Savoie,VAL CENIS,3,8435,1207735,Inconnu
2022,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,ALLONZIER LA CAILLE,5,13174,3231583,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,CHAMPANGES,4,1746,92234,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,DOMANCY,3,7408,1977075,Electricite
2022,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,JUVIGNY,5,1946,408715,Electricite
2022,H1c,Provence-Alpes-Côte d'Azur,Hautes-Alpes,VEYNES,3,5601,1585294,Inconnu
2022,H1c,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,NICE,5,7885,2734025,Electricite
2022,H2a,Île-de-France,Hauts-de-Seine,CLICHY,3,9550,153209,Electricite
2022,H2a,Normandie,Manche,TOLLEVAST,5,14391,1282075,Electricite
2022,H2a,Normandie,Manche,TREAUVILLE,5,1314,115539,Electricite
2022,H2a,Hauts-de-France,Aisne,SAINT QUENTIN,3,312,15699,Electricite
2022,H2a,Bretagne,Côtes-d'Armor,PLESTAN,3,7680,536461,Electricite
2022,H2a,Bretagne,Côtes-d'Armor,PLOULEC H,4,7121,1316115,Inconnu
2022,H2a,Bretagne,Finistère,DAOULAS,4,4509,1007601,Inconnu
2022,H2a,Bretagne,Finistère,LANDUDEC,7,4134,896637,Electricite
2022,H2a,Bretagne,Finistère,LOCRONAN,3,1950,116021,Electricite
2022,H2a,Bretagne,Finistère,PLUGUFFAN,4,4164,389121,Electricite
2022,H2a,Bretagne,Ille-et-Vilaine,BEDEE,6,14277,1995728,Inconnu
2022,H2a,Bretagne,Ille-et-Vilaine,BREAL SOUS MONTFORT,3,9427,1654333,Inconnu
2022,H2a,Bretagne,Ille-et-Vilaine,CANCALE,3,14622,2615078,Inconnu
2022,H2a,Bretagne,Morbihan,ARZON,3,5054,1095409,Electricite
2022,H2a,Bretagne,Morbihan,CRACH,3,7863,1565965,Inconnu
2022,H2a,Bretagne,Morbihan,MOREAC,5,22565,7252200,Electricite
2022,H2b,Île-de-France,Yvelines,VELIZY VILLACOUBLAY,3,431,59216,Electricite
2022,H2b,Centre-Val de Loire,Indre-et-Loire,NAZELLES NEGRON,3,3072,397378,Electricite
2022,H2b,Pays de la Loire,Loire-Atlantique,LA PLAINE SUR MER,3,4236,799413,Inconnu
2022,H2b,Pays de la Loire,Loire-Atlantique,MOUZEIL,6,4086,177248,Electricite
2022,H2b,Pays de la Loire,Mayenne,CHARCHIGNE,3,4987,710255,Electricite
2022,H2b,Pays de la Loire,Sarthe,ROEZE SUR SARTHE,3,6001,1543351,Inconnu
2022,H2b,Pays de la Loire,Vendée,BOURNEZEAU,4,8711,2488642,Inconnu
2022,H2b,Pays de la Loire,Vendée,COMMEQUIERS,3,4436,585280,Electricite
2022,H2b,Pays de la Loire,Vendée,FALLERON,7,4932,300817,Electricite
2022,H2b,Pays de la Loire,Vendée,L ILE D YEU,3,1884,177019,Electricite
2022,H2b,Pays de la Loire,Vendée,LE BOUPERE,6,6304,508052,Electricite
2022,H2b,Pays de la Loire,Vendée,MACHE,4,12347,517080,Electricite
2022,H2b,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,7,2409,89249,Electricite
2022,H2b,Bretagne,Ille-et-Vilaine,RENNES,3,345,53539,Electricite
2022,H2b,Nouvelle-Aquitaine,Charente,MONTMOREAU,3,6051,1087594,Inconnu
2022,H2b,Nouvelle-Aquitaine,Charente-Maritime,DOLUS D OLERON,4,11356,2304375,Inconnu
2022,H2b,Nouvelle-Aquitaine,Charente-Maritime,SAINT CESAIRE,3,3661,462993,Inconnu
2022,H2b,Nouvelle-Aquitaine,Charente-Maritime,SAINTE MARIE DE RE,3,10611,1905564,Electricite
2022,H2b,Nouvelle-Aquitaine,Deux-Sèvres,CERIZAY,3,15898,1922751,Inconnu
2022,H2b,Nouvelle-Aquitaine,Deux-Sèvres,LEZAY,4,5862,1144266,Inconnu
2022,H2b,Nouvelle-Aquitaine,Vienne,BONNEUIL MATOURS,3,1718,100167,Electricite
2022,H2c,Île-de-France,Hauts-de-Seine,NANTERRE,3,4511,1145701,Electricite
2022,H2c,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,5,1473,80613,Electricite
2022,H2c,Nouvelle-Aquitaine,Dordogne,THIVIERS,3,7937,1315040,Inconnu
2022,H2c,Nouvelle-Aquitaine,Gironde,AVENSAN,4,10007,3565823,Inconnu
2022,H2c,Nouvelle-Aquitaine,Gironde,GRAYAN ET L HOPITAL,18,1300,75886,Electricite
2022,H2c,Nouvelle-Aquitaine,Gironde,MARTIGNAS SUR JALLE,4,24225,1617649,Electricite
2022,H2c,Nouvelle-Aquitaine,Gironde,PUGNAC,3,6450,1289066,Inconnu
2022,H2c,Nouvelle-Aquitaine,Gironde,SAINT BRICE,3,8100,514598,Electricite
2022,H2c,Nouvelle-Aquitaine,Landes,LABOUHEYRE,3,5318,1829666,Inconnu
2022,H2c,Nouvelle-Aquitaine,Landes,MOLIETS ET MAA,3,7369,621627,Electricite
2022,H2c,Nouvelle-Aquitaine,Landes,PISSOS,3,2607,182126,Electricite
2022,H2c,Nouvelle-Aquitaine,Landes,SABRES,4,2748,362107,Electricite
2022,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,IDRON,3,12158,1855847,Electricite
2022,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,LACQ,3,2422,211114,Electricite
2022,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,LAHONCE,8,7960,658811,Electricite
2022,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,MAZEROLLES,3,5477,401958,Electricite
2022,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,PARDIES,3,3854,107034,Electricite
2022,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,SAINT PIERRE D IRUBE,12,55496,5231814,Electricite
2022,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,SAUVAGNON,4,8522,633170,Electricite
2022,H2c,Occitanie,Ariège,SAINT JEAN DU FALGA,12,16748,2393006,Electricite
2022,H2c,Occitanie,Ariège,VERNIOLLE,5,15028,1749433,Electricite
2022,H2c,Occitanie,Haute-Garonne,AUSSONNE,4,408,93774,Electricite
2022,H2c,Occitanie,Haute-Garonne,AUZIELLE,5,2016,190101,Electricite
2022,H2c,Occitanie,Haute-Garonne,ISSUS,4,1351,81714,Electricite
2022,H2c,Occitanie,Haute-Garonne,MONDONVILLE,4,13421,1683046,Electricite
2022,H2c,Occitanie,Haute-Garonne,MONTRABE,3,4125,177817,Electricite
2022,H2c,Occitanie,Lot,CAPDENAC,5,8119,588723,Electricite
2022,H2c,Occitanie,Hautes-Pyrénées,ODOS,4,13689,837351,Electricite
2022,H2c,Occitanie,Tarn,SOUAL,5,16206,2127662,Electricite
2022,H2c,Auvergne-Rhône-Alpes,Drôme,ALIXAN,3,739,44053,Electricite
2022,H2d,Hauts-de-France,Aisne,SAINT QUENTIN,5,495,41167,Electricite
2022,H2d,Auvergne-Rhône-Alpes,Ardèche,LALEVADE D ARDECHE,3,6474,1497341,Inconnu
2022,H2d,Auvergne-Rhône-Alpes,Drôme,BEAUSEMBLANT,4,26687,928185,Electricite
2022,H2d,Auvergne-Rhône-Alpes,Drôme,CHATEAUNEUF DU RHONE,4,3796,140919,Electricite
2022,H2d,Auvergne-Rhône-Alpes,Drôme,CHATEAUNEUF SUR ISERE,5,15912,1423210,Electricite
2022,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,COURTHEZON,3,2708,137595,Electricite
2022,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,LE THOR,5,18572,445254,Electricite
2022,H3,Île-de-France,Paris,PARIS 08,3,2345,289124,Electricite
2022,H3,Hauts-de-France,Aisne,SAINT QUENTIN,22,2708,129516,Electricite
2022,H3,Hauts-de-France,Oise,BEAUVAIS,3,15230,1758478,Electricite
2022,H3,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,3,598,27307,Electricite
2022,H3,Occitanie,Aude,COURSAN,3,4785,868551,Inconnu
2022,H3,Occitanie,Gard,AIMARGUES,5,24019,3612590,Electricite
2022,H3,Occitanie,Gard,SAINT PRIVAT DES VIEUX,4,10675,1052178,Electricite
2022,H3,Occitanie,Hérault,SERVIAN,3,11895,1573210,Inconnu
2022,H3,Occitanie,Pyrénées-Orientales,CANOHES,3,6781,495768,Inconnu
2022,H3,Occitanie,Pyrénées-Orientales,LAROQUE DES ALBERES,4,7225,1693320,Electricite
2022,H3,Occitanie,Pyrénées-Orientales,SOREDE,4,1973,83919,Electricite
2022,H3,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,CASTAGNIERS,3,1195,33038,Electricite
2022,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,LANCON PROVENCE,5,8812,3242363,Electricite
2022,H3,Provence-Alpes-Côte d'Azur,Var,LA LONDE LES MAURES,4,6947,1604338,Electricite
2022,H3,Provence-Alpes-Côte d'Azur,Var,LE LAVANDOU,7,17178,3050103,Electricite
2022,H3,Provence-Alpes-Côte d'Azur,Var,RAYOL CANADEL SUR MER,4,5029,771820,Electricite
2022,H3,Corse,Corse-du-Sud,PORTO VECCHIO,15,32952,4556496,Electricite
2022,H3,Corse,Haute-Corse,CALVI,7,13684,1659309,Electricite
2022,H3,Corse,Haute-Corse,CORTE,7,10313,1903468,Electricite
2022,H3,Corse,Haute-Corse,FURIANI,18,59423,5999093,Electricite
2022,H3,Corse,Haute-Corse,GHISONACCIA,4,4536,400843,Electricite
2022,MAR,Martinique,Martinique,LE LAMENTIN,45,131557,20965767,Electricite
2022,MAR,Martinique,Martinique,LE MARIN,3,1303,294550,Electricite
2022,MAR,Martinique,Martinique,SCHOELCHER,6,15990,1704128,Electricite
2022,MAR,Martinique,Martinique,TRINITE,3,8691,1323788,Electricite
2022,MAY,Mayotte,Mayotte,MAMOUDZOU,11,41996,2549761,Electricite
2022,REU,La Réunion,La Réunion,L ETANG SALE,5,17801,2176908,Electricite
2022,REU,La Réunion,La Réunion,LA POSSESSION,24,52328,4881596,Electricite
2022,REU,La Réunion,La Réunion,LES AVIRONS,5,12533,585829,Electricite
2022,REU,La Réunion,La Réunion,SAINT ANDRE,25,52775,2347177,Electricite
2022,REU,La Réunion,La Réunion,SAINT LEU,36,55225,7986899,Electricite
2022,REU,La Réunion,La Réunion,SAINT LOUIS,29,61152,8062003,Electricite
Année de référence,GUY,Guyane,Guyane,Inconnu,3,7644,249945,Inconnu
Année de référence,H1a,Normandie,Manche,Inconnu,4,13205,1992897,Inconnu
Année de référence,H1a,Grand-Est,Aube,Inconnu,3,4695,660995,Inconnu
Année de référence,H1a,Grand-Est,Bas-Rhin,Inconnu,5,5580,1163822,Inconnu
Année de référence,H1a,Nouvelle-Aquitaine,Gironde,Inconnu,7,9537,893927,Inconnu
Année de référence,H1a,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Inconnu,4,4879,939044,Inconnu
Année de référence,H1a,Nouvelle-Aquitaine,Deux-Sèvres,Inconnu,4,984,114819,Inconnu
Année de référence,H1a,Nouvelle-Aquitaine,Vienne,Inconnu,3,9681,1547978,Inconnu
Année de référence,H1a,Auvergne-Rhône-Alpes,Ain,Inconnu,4,3293,467674,Inconnu
Année de référence,H1a,Auvergne-Rhône-Alpes,Isère,Inconnu,5,4911,784065,Inconnu
Année de référence,H1b,Centre-Val de Loire,Loir-et-Cher,Inconnu,3,30347,2860375,Inconnu
Année de référence,H1b,Hauts-de-France,Aisne,Inconnu,7,19562,4124779,Inconnu
Année de référence,H1b,Hauts-de-France,Nord,Inconnu,4,2654,356936,Inconnu
Année de référence,H1b,Occitanie,Tarn,Inconnu,5,8562,1554250,Inconnu
Année de référence,H1c,Île-de-France,Paris,Inconnu,7,88836,7877709,Inconnu
Année de référence,H1c,Île-de-France,Seine-et-Marne,Inconnu,3,206,19825,Inconnu
Année de référence,H1c,Île-de-France,Essonne,Inconnu,3,897,193123,Inconnu
Année de référence,H1c,Île-de-France,Val-de-Marne,Inconnu,3,361,44236,Inconnu
Année de référence,H1c,Auvergne-Rhône-Alpes,Ardèche,Inconnu,4,7221,976021,Inconnu
Année de référence,H1c,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Inconnu,8,7790,685830,Inconnu
Année de référence,H2b,Centre-Val de Loire,Loiret,Inconnu,4,9354,3201024,Inconnu
Année de référence,H2b,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Inconnu,3,5905,1359011,Inconnu
Année de référence,H2c,Occitanie,Pyrénées-Orientales,Inconnu,4,14054,2216035,Inconnu
Année de référence,H2d,Île-de-France,Seine-et-Marne,Inconnu,3,5307,835082,Inconnu
Année de référence,H2d,Île-de-France,Hauts-de-Seine,Inconnu,3,45789,2798411,Inconnu
Année de référence,H2d,Nouvelle-Aquitaine,Landes,Inconnu,6,12038,2437313,Inconnu
Année de référence,H2d,Auvergne-Rhône-Alpes,Puy-de-Dôme,Inconnu,3,4484,750231,Inconnu
Année de référence,H3,Hauts-de-France,Oise,Inconnu,7,17243,3225557,Inconnu
Année de référence,H3,Occitanie,Haute-Garonne,Inconnu,7,16101,1384398,Inconnu
Année de référence,MAY,Mayotte,Mayotte,Inconnu,14,71962,3201199,Inconnu
2020,GUY,Guyane,Guyane,Inconnu,3,7644,240072,Inconnu
2020,H1a,Centre-Val de Loire,Cher,Inconnu,3,8124,638305,Inconnu
2020,H1a,Bourgogne-Franche-Comté,Saône-et-Loire,Inconnu,3,8834,1468091,Inconnu
2020,H1a,Bourgogne-Franche-Comté,Yonne,Inconnu,3,4900,946385,Inconnu
2020,H1a,Normandie,Manche,Inconnu,6,19976,2342092,Inconnu
2020,H1a,Grand-Est,Haut-Rhin,Inconnu,4,1983,155865,Inconnu
2020,H1a,Nouvelle-Aquitaine,Charente-Maritime,Inconnu,3,9200,1190474,Inconnu
2020,H1a,Nouvelle-Aquitaine,Gironde,Inconnu,7,13836,644420,Inconnu
2020,H1a,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Inconnu,4,4874,615456,Inconnu
2020,H1a,Nouvelle-Aquitaine,Deux-Sèvres,Inconnu,3,532,38916,Inconnu
2020,H1a,Auvergne-Rhône-Alpes,Isère,Inconnu,6,8309,964034,Inconnu
2020,H1b,Hauts-de-France,Nord,Inconnu,4,2654,301197,Inconnu
2020,H1b,Occitanie,Tarn,Inconnu,3,5629,627020,Inconnu
2020,H1c,Île-de-France,Yvelines,Inconnu,4,4386,1248107,Inconnu
