annee_consommation,zone_climatique,nom_region,nom_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie,coordonnees_gps,densite_energetique,consommation_log,consommation_etat
2021,H1b,Grand-Est,Bas-Rhin,LAMPERTHEIM,6,7135,1226593,Electricite,"(48.6503574, 7.7003567)",171.91212333566924,14.019751780591863,Normale
2021,H1b,Grand-Est,Bas-Rhin,MARMOUTIER,4,22821,7000635,Inconnu,"(48.6904394, 7.381985)",306.7628500065729,15.761511560035185,Normale
2021,H1b,Grand-Est,Bas-Rhin,NIEDERHAUSBERGEN,3,1680,50743,Electricite,"(48.6231002, 7.7008489)",30.204166666666666,10.834548663313733,Normale
2021,H1b,Grand-Est,Bas-Rhin,ROPPENHEIM,96,43235,5055132,Electricite,"(48.8440817, 8.0545977)",116.92221579738637,15.435914720674171,Normale
2021,H1b,Occitanie,Tarn,CASTRES,3,4154,758930,Electricite,"(49.8044444, 3.2383333)",182.69860375541646,13.539666143154376,Normale
2021,H1c,Île-de-France,Hauts-de-Seine,PUTEAUX,15,137884,2376337,Electricite,"(48.8841522, 2.2368863)",17.23432015317223,14.681071205239519,Normale
2021,H1c,Bourgogne-Franche-Comté,Côte-dOr,EPOISSES,3,2952,385943,Inconnu,"(47.50606, 4.17308)",130.73949864498644,12.86344756020197,Normale
2021,H1c,Bourgogne-Franche-Comté,Côte-dOr,FIXIN,3,8605,783956,Inconnu,"(47.2455008, 4.9728452)",91.10470656595002,13.572109450889622,Normale
2021,H1c,Bourgogne-Franche-Comté,Côte-dOr,NEUILLY CRIMOLOIS,3,5661,1046848,Inconnu,"(47.2797526, 5.106789)",184.92280515809927,13.861295257866258,Normale
2021,H1c,Bourgogne-Franche-Comté,Doubs,GENEUILLE,3,7732,1274373,Inconnu,"(47.3232842, 5.971252)",164.81802897051216,14.057965635612167,Normale
2021,H1c,Bourgogne-Franche-Comté,Saône-et-Loire,FARGES LES CHALON,4,5743,956201,Inconnu,"(46.8341, 4.80583)",166.498519937315,13.770724466784586,Normale
2021,H1c,Bretagne,Côtes-d'Armor,SAINT BRIEUC,5,21494,514587,Electricite,"(48.5141134, -2.7603283)",23.94096026798176,13.151121859475104,Normale
2021,H1c,Nouvelle-Aquitaine,Creuse,EVAUX LES BAINS,4,14484,1858582,Electricite,"(46.176149, 2.4870429)",128.31966307649822,14.435324927394008,Normale
2021,H1c,Nouvelle-Aquitaine,Dordogne,TERRASSON LAVILLEDIEU,3,2077,643676,Inconnu,"(45.1292139, 1.3018796)",309.90659605199806,13.374952326471785,Normale
2021,H1c,Nouvelle-Aquitaine,Gironde,PESSAC,3,3867,183270,Electricite,"(44.805615, -0.6308396)",47.393328161365396,12.11872121072744,Normale
2021,H1c,Auvergne-Rhône-Alpes,Ain,CHAZEY BONS,3,7512,1304302,Electricite,"(45.800686049999996, 5.686416813794681)",173.62912673056442,14.081179356440066,Normale
2021,H1c,Auvergne-Rhône-Alpes,Ain,NEYRON,5,2925,251272,Electricite,"(45.8146254, 4.9317746)",85.90495726495726,12.43429527645424,Normale
2021,H1c,Auvergne-Rhône-Alpes,Ain,VONNAS,3,9145,1717181,Inconnu,"(46.2189665, 4.9925097)",187.77266265718973,14.35619513309731,Normale
2021,H1c,Auvergne-Rhône-Alpes,Cantal,ANDELAT,7,8215,858008,Electricite,"(45.0600807, 3.0621933)",104.44406573341449,13.662369867925575,Normale
2021,H1c,Auvergne-Rhône-Alpes,Loire,UNIEUX,3,10177,1125079,Inconnu,"(45.3989749, 4.2620703)",110.55114473813501,13.933364702203493,Normale
2021,H1c,Auvergne-Rhône-Alpes,Haute-Loire,COHADE,3,7124,1206613,Inconnu,"(45.3366036, 3.3738031)",169.37296462661425,14.003328647772472,Normale
2021,H1c,Auvergne-Rhône-Alpes,Puy-de-Dôme,JOB,4,5176,980167,Inconnu,"(45.6153835, 3.7451751)",189.36765842349305,13.795479264525985,Normale
2021,H1c,Auvergne-Rhône-Alpes,Savoie,DULLIN,3,1026,70939,Electricite,"(45.5531763, 5.743894)",69.14132553606238,11.169589728327614,Normale
2021,H1c,Auvergne-Rhône-Alpes,Savoie,NOVALAISE,5,10835,2001385,Inconnu,"(45.5951342, 5.7704482)",184.71481310567606,14.5093504985106,Normale
2021,H1c,Auvergne-Rhône-Alpes,Savoie,TOURS EN SAVOIE,3,2786,401120,Electricite,"(45.6483, 6.44049)",143.9770279971285,12.902018406408558,Normale
2021,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,BONNE,5,13414,3112065,Inconnu,"(46.167254, 6.3216563)",232.00126733263755,14.95079737228175,Normale
2021,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,VIUZ EN SALLAZ,3,10271,1467700,Inconnu,"(46.147716, 6.4104203)",142.89747833706554,14.199207788937207,Normale
2021,H1c,Provence-Alpes-Côte d'Azur,Hautes-Alpes,LA SAULCE,3,5819,439960,Electricite,"(44.4254815, 6.0074686)",75.60749269633958,12.994441365602373,Normale
2021,H1c,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,AUBAGNE,3,3400,281804,Electricite,"(43.2924385, 5.5703031)",82.88352941176471,12.54897062136951,Normale
2021,H1c,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,MARSEILLE 03,3,553,36748,Electricite,"(43.3113852, 5.3789412)",66.45207956600362,10.511866293386406,Normale
2021,H2a,Normandie,Manche,QUETTREVILLE SUR SIENNE,4,1304,37193,Inconnu,"(48.9651647, -1.4778276709921987)",28.52223926380368,10.523902736929974,Normale
2021,H2a,Normandie,Manche,TOLLEVAST,7,17585,1772455,Electricite,"(49.5737038, -1.6256545)",100.79357406880864,14.38787671338496,Normale
2021,H2a,Normandie,Manche,TREAUVILLE,5,1314,95366,Electricite,"(49.5314276, -1.812071)",72.57686453576865,11.465487885645354,Normale
2021,H2a,Bretagne,Côtes-d'Armor,MATIGNON,3,8958,2057235,Inconnu,"(48.5968982, -2.2922438)",229.65338245144005,14.536873892243685,Normale
2021,H2a,Bretagne,Côtes-d'Armor,PLESTAN,5,21413,3959230,Electricite,"(48.42374, -2.4479)",184.89842618969786,15.191560372453779,Normale
2021,H2a,Bretagne,Côtes-d'Armor,SAINT NICOLAS DU PELEM,3,7502,1419369,Inconnu,"(48.3144412, -3.1637855)",189.19874700079978,14.16572366915852,Normale
2021,H2a,Bretagne,Finistère,LANDUDEC,7,4134,1021428,Electricite,"(48.0, -4.3357542)",247.07982583454282,13.836713185195208,Normale
2021,H2a,Bretagne,Finistère,LANRIVOARE,3,5375,187179,Electricite,"(48.474324, -4.638987)",34.824,12.139825999711247,Normale
2021,H2a,Bretagne,Finistère,LOCRONAN,3,1950,129783,Electricite,"(48.0984894, -4.2077026)",66.55538461538461,11.773626809090235,Normale
2021,H2a,Bretagne,Finistère,PLUGUFFAN,4,4164,361199,Electricite,"(47.9805233, -4.1785594)",86.74327569644572,12.797187100524967,Normale
2021,H2a,Bretagne,Finistère,SAINT DIVY,3,7356,729778,Inconnu,"(48.4538382, -4.3349176)",99.20853724850463,13.500497027563625,Normale
2021,H2a,Bretagne,Ille-et-Vilaine,SAINT BRIAC SUR MER,4,4343,586736,Inconnu,"(48.6183398, -2.1327847)",135.09924015657379,13.282331957524065,Normale
2021,H2a,Bretagne,Morbihan,ALLAIRE,3,7223,1135444,Inconnu,"(47.6373804, -2.1625362)",157.19839401910562,13.942535202542674,Normale
2021,H2a,Bretagne,Morbihan,CRACH,3,6476,1750970,Inconnu,"(47.6166941, -3.0011326)",270.3783199505868,14.375681049166246,Normale
2021,H2a,Bretagne,Morbihan,LE PALAIS,3,5739,1111884,Electricite,"(47.3470611, -3.1548668)",193.74176685833768,13.921567331178544,Normale
2021,H2b,Île-de-France,Paris,PARIS 15,3,2185,93639,Electricite,"(48.8366762, 2.2960133)",42.855377574370706,11.447212921604848,Normale
2021,H2b,Île-de-France,Hauts-de-Seine,PUTEAUX,12,103050,1913911,Electricite,"(48.8841522, 2.2368863)",18.57264434740417,14.464659872926568,Normale
2021,H2b,Centre-Val de Loire,Cher,SANCERRE,3,10812,1645244,Inconnu,"(47.3306906, 2.8390454)",152.1683314835368,14.313399867261932,Normale
2021,H2b,Centre-Val de Loire,Indre-et-Loire,NAZELLES NEGRON,3,3523,428078,Electricite,"(47.4319865, 0.953293)",121.50950894124325,12.967063036970497,Normale
2021,H2b,Pays de la Loire,Loire-Atlantique,LEGE,7,11624,648671,Electricite,"(42.8767279, 0.6100228)",55.804456297315895,13.38268247502001,Normale
2021,H2b,Pays de la Loire,Loire-Atlantique,MOUZEIL,6,4086,238912,Electricite,"(47.4484305, -1.3485691)",58.470876162506116,12.38385474790707,Normale
2021,H2b,Pays de la Loire,Mayenne,CHARCHIGNE,3,4112,566473,Electricite,"(48.4177718, -0.4079045)",137.76094357976655,13.24718646254523,Normale
2021,H2b,Pays de la Loire,Sarthe,ECOMMOY,3,25599,3587846,Inconnu,"(47.8286006, 0.2733338)",140.1557092073909,15.093062859111154,Normale
2021,H2b,Pays de la Loire,Sarthe,SAINTE JAMME SUR SARTHE,5,19213,3064842,Inconnu,"(48.140451, 0.1700029)",159.5191797220632,14.935506902549454,Normale
2021,H2b,Pays de la Loire,Vendée,BOURNEZEAU,4,8711,2378580,Inconnu,"(46.6359566, -1.1706004)",273.0547583515096,14.682014649351341,Normale
2021,H2b,Pays de la Loire,Vendée,GRAND LANDES,7,1899,161769,Electricite,"(46.8216667, -1.6488889)",85.18641390205372,11.99393085232374,Normale
2021,H2b,Pays de la Loire,Vendée,LA GENETOUZE,4,2348,153972,Electricite,"(45.2201951, -0.0270315)",65.57580919931857,11.944532541349274,Normale
2021,H2b,Pays de la Loire,Vendée,MACHE,4,12347,548280,Electricite,"(46.7563889, -1.685)",44.40592856564348,13.21454320822926,Normale
2021,H2b,Pays de la Loire,Vendée,SAINT PROUANT,5,19180,3353911,Inconnu,"(46.7591667, -0.9558333)",174.865015641293,15.025637983692524,Normale
2021,H2b,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,5,1811,80574,Electricite,"(48.1197799, -1.6038829)",44.49144119271121,11.296943706683638,Normale
2021,H2b,Nouvelle-Aquitaine,Charente,LINARS,3,7393,1123963,Inconnu,"(45.6570858, 0.0842416)",152.03070472068174,13.9323722804531,Normale
2021,H2b,Nouvelle-Aquitaine,Charente-Maritime,ECHILLAIS,3,9970,707769,Electricite,"(45.8983203, -0.9524315)",70.98986960882648,13.469874461140758,Normale
2021,H2b,Nouvelle-Aquitaine,Charente-Maritime,SAINT SAUVEUR D AUNIS,3,7721,580356,Electricite,"(46.216722, -0.8863543)",75.16591115140525,13.27139871041094,Normale
2021,H2b,Nouvelle-Aquitaine,Charente-Maritime,SAINTE SOULLE,3,14975,1870899,Electricite,"(46.188253, -1.0157986)",124.93482470784642,14.44193015647351,Normale
2021,H2b,Nouvelle-Aquitaine,Deux-Sèvres,FRESSINES,5,2660,239135,Electricite,"(46.3221639, -0.2954875)",89.90037593984962,12.384787706730016,Normale
2021,H2b,Nouvelle-Aquitaine,Vienne,BONNEUIL MATOURS,3,1718,118025,Electricite,"(46.6815502, 0.5695724)",68.69906868451687,11.678660218159784,Normale
2021,H2b,Nouvelle-Aquitaine,Vienne,SAINT GENEST D AMBIERE,5,4999,915520,Inconnu,"(46.8205247, 0.3690097)",183.1406281256251,13.727248581118713,Normale
2021,H2b,Nouvelle-Aquitaine,Haute-Vienne,LIMOGES,3,5541,621719,Electricite,"(45.8354243, 1.2644847)",112.20339288937015,13.340245109596834,Normale
2021,H2c,Hauts-de-France,Aisne,SAINT QUENTIN,4,460,37451,Electricite,"(49.8465253, 3.2876843)",81.41521739130435,10.53081539205878,Normale
2021,H2c,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,3,626,40944,Electricite,"(48.1197799, -1.6038829)",65.40575079872204,10.619984981704288,Normale
2021,H2c,Nouvelle-Aquitaine,Dordogne,THONAC,3,2366,181781,Electricite,"(45.02172, 1.1171)",76.83051563820794,12.110563445922722,Normale
2021,H2c,Nouvelle-Aquitaine,Gironde,BEAUTIRAN,7,8712,1648559,Inconnu,"(44.7044407, -0.4511393)",189.22853535353536,14.315412737555873,Normale
2021,H2c,Nouvelle-Aquitaine,Gironde,GRAYAN ET L HOPITAL,18,1170,102482,Electricite,"(45.4329646, -1.1073562304622029)",87.591452991453,11.537452210146824,Normale
2021,H2c,Nouvelle-Aquitaine,Gironde,LES ARTIGUES DE LUSSAC,7,2781,35086,Electricite,"(44.9706388, -0.1398679)",12.616325062927004,10.465585970479541,Normale
2021,H2c,Nouvelle-Aquitaine,Gironde,LES BILLAUX,3,7175,346956,Electricite,"(44.9517222, -0.237159)",48.35623693379791,12.756956131942006,Normale
2021,H2c,Nouvelle-Aquitaine,Gironde,SAINT BRICE,3,7800,536678,Electricite,"(48.6981206, -1.3080672)",68.8048717948718,13.193155429394928,Normale
2021,H2c,Nouvelle-Aquitaine,Gironde,SAINT CIERS SUR GIRONDE,3,10334,711916,Electricite,"(45.2934579, -0.6158131)",68.89065221598607,13.475716610565241,Normale
2021,H2c,Nouvelle-Aquitaine,Landes,MOLIETS ET MAA,3,7369,394698,Electricite,"(43.8489264, -1.3566675)",53.5619487040304,12.885878728077929,Normale
2021,H2c,Nouvelle-Aquitaine,Landes,PISSOS,3,2607,170496,Electricite,"(44.3080279, -0.7777106)",65.39930955120829,12.046472980242992,Normale
2021,H2c,Nouvelle-Aquitaine,Landes,SABRES,5,3285,328407,Electricite,"(44.1495035, -0.7377402)",99.9716894977169,12.702012016799628,Normale
2021,H2c,Nouvelle-Aquitaine,Lot-et-Garonne,FOULAYRONNES,3,7541,1870831,Inconnu,"(44.23912, 0.64707)",248.08791937408833,14.441893809669406,Normale
2021,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,LAHONCE,10,10382,719222,Electricite,"(43.4831925, -1.3902495)",69.27586206896552,13.485926741605953,Normale
2021,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,SAUVAGNON,4,8522,649198,Electricite,"(43.404401, -0.3858932)",76.1790659469608,13.383494574264024,Normale
2021,H2c,Occitanie,Ariège,SAVERDUN,3,15664,1557038,Inconnu,"(43.2336968, 1.5754613)",99.40232379979571,14.258296498671992,Normale
2021,H2c,Occitanie,Ariège,VERNIOLLE,4,13738,1701062,Electricite,"(43.0794025, 1.6514261)",123.8216625418547,14.346763907729182,Normale
2021,H2c,Occitanie,Aveyron,VABRES L ABBAYE,3,4143,977857,Inconnu,"(43.94526, 2.8372069)",236.0263094376056,13.793119744201217,Normale
2021,H2c,Occitanie,Haute-Garonne,AUZIELLE,5,2016,199297,Electricite,"(43.5415799, 1.5664791)",98.85763888888889,12.202556471027604,Normale
2021,H2c,Occitanie,Haute-Garonne,MANE,3,7134,1516889,Inconnu,"(43.0818375, 0.9504994)",212.62811886739556,14.232172744165654,Normale
2021,H2c,Occitanie,Haute-Garonne,MONTBRUN LAURAGAIS,5,1813,69520,Electricite,"(43.4568086, 1.522606)",38.34528405956977,11.149384144185648,Normale
2021,H2c,Occitanie,Lot,CAPDENAC,4,6681,459483,Electricite,"(44.5808234, 2.0696065)",68.77458464301752,13.037859399714614,Normale
2021,H2c,Occitanie,Lot,LE MONTAT,5,11425,978549,Electricite,"(44.3797732, 1.4458932)",85.64980306345733,13.793827163133114,Normale
2021,H2c,Occitanie,Tarn,CAMBOUNET SUR LE SOR,3,4540,312490,Electricite,"(43.5781, 2.11323)",68.83039647577093,12.652330947743865,Normale
2021,H2c,Occitanie,Tarn,SOUAL,5,16206,2168721,Electricite,"(43.5545042, 2.1148775)",133.82210292484265,14.589648611931139,Normale
2021,H2d,Hauts-de-France,Aisne,SAINT QUENTIN,4,377,31904,Electricite,"(49.8465253, 3.2876843)",84.62599469496021,10.370518016302448,Normale
2021,H2d,Auvergne-Rhône-Alpes,Drôme,MIRABEL ET BLACONS,10,2664,192661,Electricite,"(44.7096, 5.09138)",72.3201951951952,12.168692637239774,Normale
2021,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,COURTHEZON,3,2708,140432,Electricite,"(44.0867088, 4.8835125)",51.85819793205317,11.852485785690675,Normale
2021,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,LE THOR,6,20854,505689,Electricite,"(43.928823, 4.9945784)",24.24901697516064,13.133679112302652,Normale
2021,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,MORNAS,4,5419,1758199,Electricite,"(44.2011293, 4.728396)",324.45082118472044,14.379801116399216,Normale
2021,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,SAINT SATURNIN LES AVIGNON,3,6457,913092,Inconnu,"(43.9567795, 4.9294712)",141.41118166331114,13.724593016382952,Normale
2021,H3,Île-de-France,Hauts-de-Seine,PUTEAUX,30,455753,7436357,Electricite,"(48.8841522, 2.2368863)",16.316638617847826,15.821891770828108,Normale
2021,H3,Hauts-de-France,Aisne,SAINT QUENTIN,14,1615,81534,Electricite,"(49.8465253, 3.2876843)",50.48544891640867,11.308787654895378,Normale
2021,H3,Hauts-de-France,Oise,BEAUVAIS,3,15230,1744808,Electricite,"(49.4300997, 2.0823355)",114.56388706500329,14.372155652040572,Normale
2021,H3,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,3,608,34798,Electricite,"(48.1197799, -1.6038829)",57.233552631578945,10.457343929717506,Normale
2021,H3,Bretagne,Ille-et-Vilaine,PACE,8,1389,202117,Electricite,"(48.4454551, -0.0039061)",145.51259899208063,12.216606964245074,Normale
2021,H3,Occitanie,Aude,SAINT MARCEL SUR AUDE,3,7701,1420455,Inconnu,"(43.2453736, 2.9219858)",184.45072068562524,14.166488504787845,Normale
2021,H3,Occitanie,Gard,AIMARGUES,8,35060,3770587,Electricite,"(43.6848937, 4.2095434)",107.54669138619509,15.142741515432185,Normale
2021,H3,Occitanie,Hérault,GRABELS,11,24200,22083177,Inconnu,"(43.6473888, 3.7964657)",912.5279752066116,16.910326700175492,Anormale
2021,H3,Occitanie,Pyrénées-Orientales,SOREDE,6,3652,335743,Electricite,"(42.5304019, 2.9564544)",91.93400876232201,12.72410424378649,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,CASTAGNIERS,8,6087,1113986,Electricite,"(43.7906001, 7.2313062)",183.0106784951536,13.923456029742388,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,LA GAUDE,3,18103,2556233,Electricite,"(43.7228225, 7.1503312)",141.20493840799867,14.754045639584955,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,LE ROURET,3,12041,2063721,Inconnu,"(43.6743043, 7.0059129)",171.3911635246242,14.540021706589608,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,FONTVIEILLE,4,5860,116712,Electricite,"(43.7264844, 4.707674)",19.916723549488054,11.667473208814279,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,LANCON PROVENCE,6,10601,3429640,Electricite,"(43.5913062, 5.1258628)",323.52042260164137,15.047966148941356,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,ROGNONAS,3,8674,2081045,Electricite,"(43.8997994, 4.8044205)",239.9175697486742,14.548381209888793,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,SAINTES MARIES DE LA MER,4,5007,427357,Electricite,"(43.4515922, 4.4277202)",85.35190732973837,12.965377348437666,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Var,FAYENCE,3,7352,2305933,Electricite,"(43.6238666, 6.6949071)",313.647034820457,14.650996358412828,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Var,LE LAVANDOU,8,19336,3177614,Electricite,"(43.1383795, 6.3701286)",164.33667769962764,14.971641473365656,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Var,MONTAUROUX,3,3283,707525,Electricite,"(43.617944, 6.765164)",215.51172707889125,13.469529656940905,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Var,RAYOL CANADEL SUR MER,4,5029,743643,Electricite,"(43.1591343, 6.4705918)",147.8709484987075,13.519317704676489,Normale
2021,H3,Provence-Alpes-Côte d'Azur,Var,ROCBARON,3,2398,371370,Electricite,"(43.3040144, 6.0910097)",154.86655546288574,12.824956841922656,Normale
2021,H3,Corse,Corse-du-Sud,AFA,4,22939,4871051,Electricite,"(41.9838088, 8.7966629)",212.3480099394045,15.39882048815769,Normale
2021,H3,Corse,Corse-du-Sud,PORTO VECCHIO,22,41053,6008144,Electricite,"(41.5911382, 9.2794469)",146.35091223540303,15.608626606622225,Normale
2021,H3,Corse,Haute-Corse,GHISONACCIA,4,12686,831295,Electricite,"(42.0149385, 9.40536)",65.528535393347,13.630741207766956,Normale
2021,H3,Corse,Haute-Corse,L ILE ROUSSE,7,10833,1252864,Electricite,"(42.6344797, 8.9381367)",115.652543155174,14.040943486653092,Normale
2021,MAR,Guadeloupe,Guadeloupe,BAIE MAHAULT,3,567,68554,Electricite,"(16.2679458, -61.5870766)",120.90652557319224,11.135391621790756,Normale
2021,MAR,Martinique,Martinique,DUCOS,17,2072,411751,Electricite,"(14.5743247, -60.9719008)",198.72152509652508,12.928176505344423,Normale
2021,MAR,Martinique,Martinique,LE LAMENTIN,95,243399,31502941,Electricite,"(14.614557, -61.0018145)",129.42921293842622,17.265591496260047,Normale
2021,MAR,Martinique,Martinique,LE MARIN,4,2294,362737,Electricite,"(14.52518405, -60.96241513972797)",158.12423714036618,12.801436089565213,Normale
2021,MAR,Martinique,Martinique,SCHOELCHER,13,42551,8210579,Electricite,"(14.6169451, -61.1004559)",192.95854386500903,15.920934124487534,Normale
2021,MAY,Mayotte,Mayotte,MAMOUDZOU,13,32203,2661442,Electricite,"(-12.7804136, 45.2279761)",82.64577834363259,14.794379014871154,Normale
2021,REU,La Réunion,La Réunion,BRAS PANON,6,18690,1957673,Electricite,"(-20.9987435, 55.6847941)",104.74440877474585,14.487267591785601,Normale
2021,REU,La Réunion,La Réunion,LA PLAINE DES PALMISTES,3,5509,955655,Electricite,"(-21.1360638, 55.6399545)",173.47159194046105,13.770153294642258,Normale
2021,REU,La Réunion,La Réunion,LA POSSESSION,13,39145,5791738,Electricite,"(-20.9269658, 55.3362758)",147.95600970749777,15.571943149877663,Normale
2021,REU,La Réunion,La Réunion,LES AVIRONS,5,12533,574131,Electricite,"(-21.2423582, 55.3357911)",45.80954280698955,13.260614614020565,Normale
2021,REU,La Réunion,La Réunion,PETITE ILE,12,14585,1558790,Electricite,"(-21.3538884, 55.5646526)",106.87624271511827,14.259421078757969,Normale
2021,REU,La Réunion,La Réunion,SAINT ANDRE,31,82016,3432846,Electricite,"(43.273316, 0.8514079)",41.85580862270776,15.04890050401294,Normale
2021,REU,La Réunion,La Réunion,SAINT BENOIT,30,87965,9344659,Electricite,"(45.690211000000005, 5.594554917419655)",106.23155800602512,16.050315615117356,Normale
2021,REU,La Réunion,La Réunion,SAINT LEU,44,65052,9426752,Electricite,"(-21.1677694, 55.2881932)",144.91102502613293,16.05906226869844,Normale
2022,GUA,Guadeloupe,Guadeloupe,BAIE MAHAULT,64,152734,17486243,Electricite,"(16.2679458, -61.5870766)",114.48821480482407,16.676925072645975,Normale
2022,GUA,Guadeloupe,Guadeloupe,BAILLIF,7,8545,1190572,Electricite,"(16.0225079, -61.7454024)",139.32966647162084,13.98994526180276,Normale
2022,GUA,Guadeloupe,Guadeloupe,BASSE TERRE,6,9528,425281,Electricite,"(16.0000778, -61.7333373)",44.63486565910999,12.960507757280007,Normale
2022,GUA,Guadeloupe,Guadeloupe,GOURBEYRE,4,10991,800965,Electricite,"(15.9950443, -61.6919417)",72.87462469293058,13.593573778208276,Normale
2022,GUA,Guadeloupe,Guadeloupe,LE GOSIER,3,264,54729,Electricite,"(16.2072112, -61.4931309)",207.3068181818182,10.910167284137964,Normale
2022,GUA,Guadeloupe,Guadeloupe,LE MOULE,3,360,35930,Electricite,"(16.3316709, -61.3476233)",99.80555555555556,10.489355711615616,Normale
2022,GUA,Guadeloupe,Guadeloupe,SAINT FRANCOIS,4,5871,298542,Electricite,"(16.2532002, -61.2750706)",50.85028104241186,12.60666925504141,Normale
2022,GUY,Guyane,Guyane,CAYENNE,22,60390,6477439,Electricite,"(4.9371544, -52.3258736)",107.26012584865043,15.683835928542619,Normale
2022,GUY,Guyane,Guyane,KOUROU,8,14326,2507279,Electricite,"(5.1579834, -52.6424204)",175.0159849225185,14.734709058179499,Normale
2022,GUY,Guyane,Guyane,MATOURY,3,306,82976,Electricite,"(4.8496712, -52.3268695)",271.16339869281046,11.326318739943364,Normale
2022,GUY,Guyane,Guyane,REMIRE MONTJOLY,10,14915,2609749,Electricite,"(4.9050148, -52.2771642)",174.97479047938316,14.774764989270546,Normale
2022,H1a,Île-de-France,Seine-et-Marne,COUILLY PONT AUX DAMES,4,8326,2100067,Electricite,"(48.8840127, 2.8587036)",252.23000240211385,14.55748028312178,Normale
2022,H1a,Île-de-France,Seine-et-Marne,SOUPPES SUR LOING,3,9158,2517138,Inconnu,"(48.1868057, 2.7426674)",274.85673727888184,14.738633497066218,Normale
2022,H1a,Île-de-France,Essonne,BIEVRES,7,5073,511843,Electricite,"(49.4941667, 3.7119444)",100.89552533017938,13.145775170094979,Normale
2022,H1a,Île-de-France,Essonne,GOMETZ LA VILLE,3,4533,1366443,Inconnu,"(48.6718036, 2.1250543)",301.4434149569821,14.127722302903141,Normale
2022,H1a,Île-de-France,Essonne,SAINT JEAN DE BEAUREGARD,4,651,127957,Electricite,"(48.6633406, 2.1694739)",196.55453149001536,11.759457364056967,Normale
2022,H1a,Île-de-France,Essonne,VERT LE GRAND,3,8627,3027794,Inconnu,"(48.5740125, 2.3593984)",350.96719601251885,14.923345189794524,Normale
2022,H1a,Île-de-France,Essonne,VILLIERS SUR ORGE,3,1136,39169,Electricite,"(48.6585041, 2.3010786)",34.47975352112676,10.575666426659877,Normale
2022,H1a,Île-de-France,Val-de-Marne,SANTENY,3,23599,5460083,Inconnu,"(48.7256873, 2.5701017)",231.36925293444637,15.512974732218131,Normale
2022,H1a,Île-de-France,Val-d'Oise,BONNEUIL EN FRANCE,5,65561,4164178,Electricite,"(48.9748734, 2.4332879)",63.51608425740913,15.242029695305067,Normale
2022,H1a,Île-de-France,Val-d'Oise,BRUYERES SUR OISE,3,126541,2114542,Inconnu,"(49.1573165, 2.3301301)",16.710331038951804,14.56434927146469,Normale
2022,H1a,Île-de-France,Val-d'Oise,SAINT PRIX,3,4819,2213847,Inconnu,"(46.9553018, 4.0730519)",459.39966798090893,14.610242735874051,Anormale
2022,H1a,Île-de-France,Val-d'Oise,VEMARS,5,31852,1183673,Electricite,"(49.0672657, 2.5659272)",37.16165389928419,13.984133718675828,Normale
2022,H1a,Normandie,Calvados,TREVIERES,3,4033,313691,Inconnu,"(49.3084948, -0.9047281)",77.78105628564344,12.656166891781544,Normale
2022,H1a,Normandie,Eure,PONT DE L ARCHE,3,7132,756557,Inconnu,"(49.3049098, 1.1562938)",106.07922041503085,13.536534478141435,Normale
2022,H1a,Normandie,Eure,THIBERVILLE,3,2335,79899,Electricite,"(49.1390278, 0.4552511)",34.21798715203426,11.288531131754366,Normale
2022,H1a,Normandie,Seine-Maritime,PISSY POVILLE,5,6321,666394,Electricite,"(49.5294347, 0.9919251)",105.42540737225123,13.409637866805422,Normale
2022,H1a,Hauts-de-France,Aisne,ESSOMES SUR MARNE,6,6610,744515,Electricite,"(49.0301415, 3.3745637)",112.63464447806354,13.520489621808787,Normale
2022,H1a,Hauts-de-France,Aisne,SAINT ERME OUTRE ET RAMECOURT,4,12062,1455295,Inconnu,"(49.5151, 3.83985)",120.65121870336594,14.190719874323463,Normale
